# w3 dual-exit per-trade record | walker CH-1 exact 1487/1487 | field=SEARCH uncapped+catchup
date,cell,pnl_v4,pnl_run,armed,raised_hit
2013-04-19,FO,11.11,-4.09,1,1
2013-04-22,FO,0.23,0.23,0,0
2013-04-24,FO,-0.32,-0.32,0,0
2013-04-25,FO,15.17,15.17,0,0
2013-04-29,CLEAN|FRESH,-10.17,-10.17,0,0
2013-04-30,CLEAN|SPENT,-8.29,-8.29,0,0
2013-05-03,FO,-11.65,-11.65,0,0
2013-05-07,POKED|FRESH,5.91,6.94,1,1
2013-05-10,CLEAN|SPENT,22.01,17.77,1,1
2013-05-14,POKED|FRESH,3.8,3.8,0,0
2013-05-15,CLEAN|FRESH,8.26,30.18,1,1
2013-05-16,CLEAN|FRESH,3.49,-1.53,1,1
2013-05-17,POKED|FRESH,10.36,10.36,1,0
2013-05-21,FO,-11.23,-11.23,0,0
2013-05-22,POKED|FRESH,5.78,-9.22,1,1
2013-05-27,FO,-0.15,-0.15,0,0
2013-05-30,FO,3.17,15.89,1,1
2013-06-05,POKED|FRESH,-11.22,-11.22,0,0
2013-06-06,FO,-6.13,-6.13,0,0
2013-06-10,CLEAN|FRESH,-10.5,-10.5,0,0
2013-06-11,FO,10.39,3.66,1,1
2013-06-12,FO,-4,-4,0,0
2013-06-14,FO,-5.31,-5.31,0,0
2013-06-18,FO,-0.01,14.11,1,1
2013-06-20,CLEAN|FRESH,39.63,58,1,1
2013-06-24,FO,-0.85,-0.85,0,0
2013-06-25,CLEAN|FRESH,-4.13,-4.13,0,0
2013-06-26,FO,15.74,15.74,0,0
2013-07-01,CLEAN|FRESH,7.38,7.38,0,0
2013-07-02,CLEAN|FRESH,-10.47,-10.47,0,0
2013-07-03,CLEAN|FRESH,1.04,2.67,1,1
2013-07-05,FO,17.2,25.62,1,1
2013-07-09,FO,-7.61,-7.61,0,0
2013-07-10,CLEAN|SPENT,3.31,-3.58,1,1
2013-07-11,FO,-5.19,-5.19,0,0
2013-07-16,CLEAN|FRESH,0.9,5.59,1,1
2013-07-17,CLEAN|SPENT,-5.92,-5.92,0,0
2013-07-19,CLEAN|FRESH,-1.62,-1.62,0,0
2013-07-22,FO,14.84,14.84,0,0
2013-07-25,CLEAN|FRESH,-9.62,-9.62,0,0
2013-07-29,FO,-10.16,-10.16,0,0
2013-07-30,FO,-3.5,-3.5,0,0
2013-08-01,CLEAN|FRESH,4.85,4.85,0,0
2013-08-02,FO,-18.54,-18.54,0,0
2013-08-05,POKED|FRESH,8.63,8.63,1,0
2013-08-06,FO,4.52,4.52,0,0
2013-08-08,POKED|FRESH,16.43,16.43,1,0
2013-08-12,CLEAN|FRESH,-0.76,-0.76,0,0
2013-08-13,POKED|FRESH,-8.36,-8.36,0,0
2013-08-15,CLEAN|SPENT,13.98,13.98,1,0
2013-08-23,CLEAN|SPENT,15.63,15.63,1,0
2013-08-27,CLEAN|FRESH,7.74,7.74,1,0
2013-08-28,FO,-7.98,-7.98,0,0
2013-08-30,CLEAN|SPENT,0.91,3.71,1,1
2013-09-03,CLEAN|FRESH,-0.31,-5.5,1,1
2013-09-05,FO,4.46,-4.56,1,1
2013-09-06,CLEAN|SPENT,-8.58,-8.58,0,0
2013-09-12,CLEAN|FRESH,24.35,24.35,1,0
2013-09-13,CLEAN|FRESH,3.65,3.65,0,0
2013-09-16,CLEAN|FRESH,3.28,12.93,1,1
2013-09-17,POKED|SPENT,-3.49,-3.49,0,0
2013-09-19,CLEAN|SPENT,-9.73,-9.73,0,0
2013-09-24,POKED|FRESH,6.17,-1.66,1,1
2013-09-25,CLEAN|FRESH,-4.76,-4.76,0,0
2013-09-26,CLEAN|SPENT,-6.73,-6.73,0,0
2013-10-01,CLEAN|SPENT,19.56,34.11,1,1
2013-10-03,CLEAN|FRESH,-6.25,-6.25,0,0
2013-10-04,CLEAN|FRESH,-4.21,-4.21,0,0
2013-10-08,POKED|SPENT,-7.16,-7.16,0,0
2013-10-10,CLEAN|SPENT,-7.93,-7.93,0,0
2013-10-11,CLEAN|SPENT,-0.67,-0.67,0,0
2013-10-15,CLEAN|FRESH,4.24,-8.51,1,1
2013-10-17,CLEAN|SPENT,22.9,29.92,1,1
2013-10-18,CLEAN|SPENT,-5.73,-5.73,0,0
2013-10-21,FO,-4.94,-4.94,0,0
2013-10-22,CLEAN|FRESH,-2.51,-2.51,0,0
2013-10-24,CLEAN|FRESH,0.24,6.23,1,1
2013-10-25,POKED|SPENT,1.98,1.98,0,0
2013-10-28,CLEAN|SPENT,-6.13,-6.13,0,0
2013-10-31,FO,4.22,11.71,1,1
2013-11-01,CLEAN|SPENT,11.61,8.14,1,1
2013-11-05,CLEAN|FRESH,-5.22,-5.22,0,0
2013-11-07,FO,-4.32,-4.32,0,0
2013-11-08,CLEAN|SPENT,6.7,8.6,1,1
2013-11-11,POKED|FRESH,-0.49,-0.49,0,0
2013-11-12,POKED|SPENT,6.27,5.62,1,1
2013-11-14,CLEAN|FRESH,-1.4,-1.4,0,0
2013-11-19,CLEAN|SPENT,-5.33,-5.33,0,0
2013-11-20,FO,0.45,28.19,1,1
2013-11-21,CLEAN|SPENT,-1.02,-1.02,0,0
2013-11-22,POKED|FRESH,-4.63,-4.63,0,0
2013-11-25,FO,1.25,-7.42,1,1
2013-12-03,CLEAN|FRESH,-4.91,-4.91,0,0
2013-12-04,FO,3.41,-5.11,1,1
2013-12-06,CLEAN|SPENT,-4.95,-4.95,0,0
2013-12-10,FO,18.31,18.1,1,1
2013-12-12,CLEAN|SPENT,-3.53,-3.53,0,0
2013-12-13,CLEAN|SPENT,-4.63,-4.63,0,0
2013-12-16,POKED|FRESH,0.28,-5.04,1,1
2013-12-17,POKED|FRESH,-7.92,-7.92,0,0
2013-12-18,POKED|FRESH,-5.48,-5.48,0,0
2013-12-19,CLEAN|SPENT,22.1,22.1,1,0
2013-12-23,CLEAN|FRESH,0.67,1.33,1,1
2013-12-24,CLEAN|FRESH,-2.99,-2.99,0,0
2013-12-26,CLEAN|FRESH,4.66,3.03,1,1
2013-12-27,FO,-3.86,-3.86,0,0
2013-12-31,CLEAN|SPENT,-5.53,-5.53,0,0
2014-01-03,FO,1.61,1.61,0,0
2014-01-06,CLEAN|FRESH,-13.43,-13.43,0,0
2014-01-07,FO,-6.81,-6.81,0,0
2014-01-08,CLEAN|FRESH,-0.13,-0.13,0,0
2014-01-09,POKED|FRESH,-4.15,-4.15,0,0
2014-01-10,CLEAN|FRESH,5.22,5.22,0,0
2014-01-14,POKED|FRESH,-3.61,-3.61,0,0
2014-01-15,POKED|FRESH,-2.3,-2.3,0,0
2014-01-16,CLEAN|SPENT,-4.17,-4.17,0,0
2014-01-22,CLEAN|FRESH,3.4,3.4,1,0
2014-01-24,CLEAN|SPENT,1.72,-2.32,1,1
2014-01-28,CLEAN|SPENT,-6.11,-6.11,0,0
2014-01-31,FO,-3.58,-3.58,0,0
2014-02-03,POKED|SPENT,-4.26,-4.26,0,0
2014-02-04,FO,-3.76,-3.76,0,0
2014-02-05,CLEAN|FRESH,11.53,-3.33,1,1
2014-02-06,POKED|FRESH,1.9,-4.29,1,1
2014-02-07,FO,-6.78,-6.78,0,0
2014-02-10,FO,3.94,3.94,1,0
2014-02-11,FO,1.82,1.82,0,0
2014-02-12,CLEAN|FRESH,-0.94,-0.94,0,0
2014-02-13,CLEAN|SPENT,8.1,8.1,1,0
2014-02-14,FO,10.94,10.94,1,0
2014-02-20,CLEAN|SPENT,-6.31,-6.31,0,0
2014-02-21,POKED|FRESH,-1.43,-1.43,0,0
2014-02-24,FO,9.64,9.64,1,0
2014-02-25,CLEAN|FRESH,1.12,1.12,0,0
2014-02-26,FO,-6.24,-6.24,0,0
2014-02-27,CLEAN|FRESH,-6.2,-6.2,0,0
2014-02-28,CLEAN|FRESH,4.62,4.62,0,0
2014-03-03,FO,5.33,5.33,0,0
2014-03-05,CLEAN|FRESH,-5.42,-5.42,0,0
2014-03-06,POKED|FRESH,-3.76,-3.76,0,0
2014-03-11,POKED|FRESH,4.66,4.66,0,0
2014-03-12,FO,4.66,4.66,0,0
2014-03-14,POKED|FRESH,1.42,0.43,1,1
2014-03-18,CLEAN|FRESH,1.11,1.11,0,0
2014-03-19,FO,22.19,22.19,1,0
2014-03-20,POKED|SPENT,-2.84,-2.84,0,0
2014-03-21,CLEAN|FRESH,-5.3,-5.3,0,0
2014-03-24,POKED|FRESH,13.65,13.65,1,0
2014-03-25,CLEAN|SPENT,-7.89,-7.89,0,0
2014-03-26,CLEAN|SPENT,3.74,3.74,1,0
2014-03-27,FO,6.12,11.05,1,1
2014-03-28,CLEAN|SPENT,0.53,-4.93,1,1
2014-03-31,CLEAN|FRESH,-0.16,10.08,1,1
2014-04-03,CLEAN|FRESH,-2.74,-2.74,0,0
2014-04-08,FO,7.45,6.51,1,1
2014-04-10,FO,-0.01,-0.01,0,0
2014-04-11,CLEAN|SPENT,-5.11,-5.11,0,0
2014-04-14,CLEAN|FRESH,-4.71,-4.71,0,0
2014-04-16,POKED|FRESH,-8.42,-8.42,0,0
2014-04-17,CLEAN|FRESH,-4.74,-4.74,0,0
2014-04-22,POKED|SPENT,2.89,0.87,1,1
2014-04-23,CLEAN|FRESH,-4.75,-4.75,0,0
2014-04-24,POKED|FRESH,8.69,-4.4,1,1
2014-04-25,CLEAN|SPENT,4.23,6.09,1,1
2014-04-30,FO,3.17,-3.53,1,1
2014-05-01,POKED|FRESH,1.86,2.27,1,1
2014-05-02,CLEAN|SPENT,-3.64,-3.64,0,0
2014-05-07,CLEAN|FRESH,-6.53,-6.53,0,0
2014-05-08,CLEAN|SPENT,-5.22,-5.22,0,0
2014-05-09,CLEAN|FRESH,-3.5,-3.5,0,0
2014-05-16,POKED|FRESH,2.27,0.14,1,1
2014-05-20,CLEAN|FRESH,0.77,-4.03,1,1
2014-05-21,CLEAN|FRESH,1.01,1.51,1,1
2014-05-28,CLEAN|FRESH,1.84,1.84,1,0
2014-05-29,CLEAN|FRESH,-4.53,-4.53,0,0
2014-05-30,POKED|FRESH,9.33,9.33,1,0
2014-06-02,FO,-6.33,-6.33,0,0
2014-06-03,POKED|SPENT,-4.2,-4.2,0,0
2014-06-04,POKED|SPENT,-0.35,-0.35,0,0
2014-06-05,CLEAN|SPENT,-3.16,-3.16,0,0
2014-06-06,FO,-2.24,-2.24,0,0
2014-06-09,POKED|FRESH,-1.56,-1.56,0,0
2014-06-10,FO,5.45,5.45,1,0
2014-06-11,FO,-1.8,-1.8,0,0
2014-06-12,CLEAN|FRESH,-1.94,-1.94,0,0
2014-06-13,CLEAN|SPENT,-3.64,-3.64,0,0
2014-06-16,FO,-7.28,-7.28,0,0
2014-06-17,FO,-7.26,-7.26,0,0
2014-06-18,POKED|FRESH,-5.29,-5.29,0,0
2014-06-19,CLEAN|FRESH,32.48,37.81,1,1
2014-06-23,FO,-4.97,-4.97,0,0
2014-06-24,CLEAN|SPENT,2.26,-0.4,1,1
2014-06-25,POKED|FRESH,-0.57,-0.57,0,0
2014-07-02,CLEAN|FRESH,-3.39,-3.39,0,0
2014-07-07,FO,-4.89,-4.89,0,0
2014-07-08,FO,-3.71,-3.71,0,0
2014-07-09,FO,2.98,2.98,1,0
2014-07-10,CLEAN|FRESH,0.88,-0.68,1,1
2014-07-11,CLEAN|FRESH,-3.84,-3.84,0,0
2014-07-15,POKED|SPENT,7.53,10.09,1,1
2014-07-21,FO,-0.44,-0.44,0,0
2014-07-22,FO,0.18,0.18,0,0
2014-07-23,CLEAN|FRESH,-3.67,-3.67,0,0
2014-07-24,FO,3.7,3.7,0,0
2014-07-28,FO,-7.33,-7.33,0,0
2014-07-29,CLEAN|FRESH,1.33,-3.27,1,1
2014-07-30,CLEAN|FRESH,1.66,-2.66,1,1
2014-07-31,FO,-4.24,-4.24,0,0
2014-08-01,CLEAN|SPENT,-3.34,-3.34,0,0
2014-08-04,POKED|FRESH,-2.77,-2.77,0,0
2014-08-05,POKED|FRESH,1.27,-2.89,1,1
2014-08-07,POKED|SPENT,-2.57,-2.57,0,0
2014-08-08,FO,-9.97,-9.97,0,0
2014-08-13,POKED|FRESH,-1.7,-1.7,0,0
2014-08-14,POKED|FRESH,-3.56,-3.56,0,0
2014-08-15,CLEAN|FRESH,-2.11,-2.11,0,0
2014-08-18,POKED|SPENT,-2.44,-2.44,0,0
2014-08-19,POKED|SPENT,1.18,1.18,1,0
2014-08-20,CLEAN|FRESH,-2.98,-2.98,0,0
2014-08-21,FO,7.72,7.72,1,0
2014-08-22,POKED|FRESH,-3.52,-3.52,0,0
2014-08-25,CLEAN|FRESH,-3.01,-3.01,0,0
2014-08-26,FO,-1.62,-1.62,0,0
2014-08-27,FO,-2.73,-2.73,0,0
2014-08-28,FO,1.42,2.28,1,1
2014-08-29,CLEAN|SPENT,-3.09,-3.09,0,0
2014-09-02,CLEAN|FRESH,13.08,13.08,1,0
2014-09-03,CLEAN|SPENT,-3.75,-3.75,0,0
2014-09-04,POKED|FRESH,-5.54,-5.54,0,0
2014-09-09,CLEAN|FRESH,1.45,-3.12,1,1
2014-09-10,CLEAN|SPENT,2.11,3.8,1,1
2014-09-11,FO,-3.74,-3.74,0,0
2014-09-12,CLEAN|FRESH,-1.66,-1.66,0,0
2014-09-19,POKED|FRESH,0.49,0.49,0,0
2014-09-24,FO,-3.81,-3.81,0,0
2014-09-25,CLEAN|FRESH,0.41,-4.85,1,1
2014-09-30,CLEAN|SPENT,3.65,-4.43,1,1
2014-10-07,POKED|FRESH,-4.24,-4.24,0,0
2014-10-08,POKED|FRESH,-5.96,-5.96,0,0
2014-10-09,FO,-2.49,-2.49,0,0
2014-10-10,CLEAN|SPENT,-4.35,-4.35,0,0
2014-10-13,FO,0.69,0.69,0,0
2014-10-14,POKED|SPENT,-3.65,-3.65,0,0
2014-10-17,CLEAN|FRESH,-2.79,-2.79,0,0
2014-10-21,CLEAN|FRESH,-5,-5,0,0
2014-10-23,CLEAN|FRESH,5.31,8.14,1,1
2014-10-29,POKED|FRESH,4.29,15.58,1,1
2014-10-30,FO,5.85,5.85,1,0
2014-10-31,FO,13.46,13.46,1,0
2014-11-05,FO,5.66,5.66,0,0
2014-11-12,FO,-6.76,-6.76,0,0
2014-11-14,FO,-8.46,-8.46,0,0
2014-11-18,FO,8.56,6.73,1,1
2014-11-19,CLEAN|FRESH,0.27,-4.95,1,1
2014-11-21,POKED|FRESH,-3.82,-3.82,0,0
2014-11-25,CLEAN|FRESH,-5.02,-5.02,0,0
2014-11-28,CLEAN|FRESH,13.55,13.55,1,0
2014-12-03,FO,4.54,7.77,1,1
2014-12-04,POKED|SPENT,-5.07,-5.07,0,0
2014-12-05,POKED|FRESH,-4.32,-4.32,0,0
2014-12-09,POKED|FRESH,10.72,25.04,1,1
2014-12-10,FO,-7.93,-7.93,0,0
2014-12-15,CLEAN|FRESH,21.01,21.01,1,0
2014-12-16,CLEAN|SPENT,-6.87,-6.87,0,0
2014-12-17,CLEAN|SPENT,-4.75,-4.75,0,0
2014-12-19,FO,-4.68,-4.68,0,0
2014-12-22,CLEAN|FRESH,19.03,19.03,1,0
2014-12-24,CLEAN|FRESH,-1.42,-1.42,0,0
2015-01-02,CLEAN|SPENT,7.2,-5.43,1,1
2015-01-05,POKED|FRESH,6.74,6.74,0,0
2015-01-06,FO,6.49,10.32,1,1
2015-01-08,POKED|FRESH,-7.23,-7.23,0,0
2015-01-09,POKED|FRESH,-5.93,-5.93,0,0
2015-01-13,CLEAN|FRESH,-10.6,-10.6,0,0
2015-01-14,CLEAN|FRESH,-6.49,-6.49,0,0
2015-01-15,FO,21.5,24.86,1,1
2015-01-16,POKED|SPENT,6.77,11.77,1,1
2015-01-20,CLEAN|FRESH,10.65,13.45,1,1
2015-01-21,FO,-12.31,-12.31,0,0
2015-01-22,CLEAN|SPENT,-4.87,-4.87,0,0
2015-01-29,POKED|FRESH,3.73,19.73,1,1
2015-02-03,FO,3.98,-4.36,1,1
2015-02-06,CLEAN|FRESH,28.8,28.8,1,0
2015-02-10,POKED|FRESH,4.16,4.16,1,0
2015-02-11,POKED|FRESH,5.84,5.87,1,1
2015-02-17,FO,17.02,17.02,1,0
2015-02-18,POKED|SPENT,-3.67,-3.67,0,0
2015-02-19,POKED|SPENT,3.3,3.3,0,0
2015-02-20,CLEAN|SPENT,-4.17,-4.17,0,0
2015-02-23,CLEAN|FRESH,4.68,-4.29,1,1
2015-02-24,FO,1.93,0.34,1,1
2015-02-25,FO,-9.4,-9.4,0,0
2015-02-26,FO,2.16,-2.18,1,1
2015-02-27,CLEAN|FRESH,-3.65,-3.65,0,0
2015-03-02,FO,-10.68,-10.68,0,0
2015-03-04,POKED|SPENT,2.81,2.81,0,0
2015-03-05,CLEAN|FRESH,-6.18,-6.18,0,0
2015-03-06,CLEAN|FRESH,0.2,32,1,1
2015-03-09,POKED|SPENT,-0.27,-0.27,0,0
2015-03-10,FO,-9.81,-9.81,0,0
2015-03-11,POKED|FRESH,0.5,5.6,1,1
2015-03-12,POKED|SPENT,-3.78,-3.78,0,0
2015-03-13,POKED|FRESH,-2.93,-2.93,0,0
2015-03-17,POKED|SPENT,3.27,-5.24,1,1
2015-03-18,FO,-5.09,-5.09,0,0
2015-03-20,CLEAN|FRESH,10.16,10.16,1,0
2015-03-23,POKED|SPENT,1.09,1.09,0,0
2015-03-24,CLEAN|FRESH,-4.9,-4.9,0,0
2015-03-25,CLEAN|FRESH,1.58,1.58,1,0
2015-03-26,FO,11.87,3.77,1,1
2015-03-30,FO,5.65,5.65,1,0
2015-03-31,POKED|FRESH,-8.06,-8.06,0,0
2015-04-01,CLEAN|FRESH,-6.72,-6.72,0,0
2015-04-02,POKED|FRESH,-3,-3,0,0
2015-04-06,FO,-3.31,-3.31,0,0
2015-04-08,CLEAN|SPENT,1.71,3.41,1,1
2015-04-09,FO,0.71,0.71,0,0
2015-04-14,FO,2.74,4.02,1,1
2015-04-15,POKED|FRESH,-4.63,-4.63,0,0
2015-04-16,CLEAN|FRESH,-7.6,-7.6,0,0
2015-04-17,CLEAN|FRESH,1.15,0.48,1,1
2015-04-20,POKED|FRESH,-3.88,-3.88,0,0
2015-04-22,POKED|FRESH,-4.04,-4.04,0,0
2015-04-24,CLEAN|SPENT,14.33,14.33,1,0
2015-04-28,POKED|SPENT,-3.2,-3.2,0,0
2015-04-29,CLEAN|SPENT,-3.04,-3.04,0,0
2015-04-30,POKED|SPENT,-5.17,-5.17,0,0
2015-05-01,FO,0.04,9.73,1,1
2015-05-05,CLEAN|FRESH,6.79,3.47,1,1
2015-05-06,FO,-4.18,-4.18,0,0
2015-05-07,FO,0.66,3.82,1,1
2015-05-11,CLEAN|SPENT,-2.44,-2.44,0,0
2015-05-12,FO,-0.04,-2.06,1,1
2015-05-13,CLEAN|FRESH,19.57,19.9,1,1
2015-05-14,POKED|FRESH,0.28,5.44,1,1
2015-05-15,POKED|FRESH,1.43,1.43,0,0
2015-05-18,CLEAN|FRESH,1.54,-3.77,1,1
2015-05-20,CLEAN|FRESH,-0.02,-2.96,1,1
2015-05-21,POKED|FRESH,0.84,1.44,1,1
2015-05-22,CLEAN|SPENT,-3.49,-3.49,0,0
2015-05-26,FO,15.22,16.79,1,1
2015-05-27,CLEAN|SPENT,-1.72,-1.72,0,0
2015-05-28,CLEAN|SPENT,-2.83,-2.83,0,0
2015-05-29,POKED|SPENT,-3.29,-3.29,0,0
2015-06-04,POKED|FRESH,0.25,4.49,1,1
2015-06-05,CLEAN|SPENT,6.09,7.47,1,1
2015-06-09,FO,-1.56,-1.56,0,0
2015-06-10,FO,4.39,4.39,1,0
2015-06-12,CLEAN|SPENT,-0.25,0.59,1,1
2015-06-15,FO,-6.48,-6.48,0,0
2015-06-16,POKED|SPENT,-3.69,-3.69,0,0
2015-06-17,FO,1.16,-3.54,1,1
2015-06-18,FO,11.51,13.3,1,1
2015-06-19,CLEAN|FRESH,-3.38,-3.38,0,0
2015-06-23,CLEAN|FRESH,-0.06,6.03,1,1
2015-06-24,CLEAN|SPENT,-3.61,-3.61,0,0
2015-06-25,POKED|FRESH,1.2,1.2,0,0
2015-06-26,CLEAN|FRESH,-2.69,-2.69,0,0
2015-06-30,POKED|FRESH,3.06,3.06,1,0
2015-07-01,CLEAN|FRESH,2.05,3.44,1,1
2015-07-02,CLEAN|FRESH,0.84,-2.2,1,1
2015-07-08,CLEAN|FRESH,-5.43,-5.43,0,0
2015-07-10,FO,-3.26,-3.26,0,0
2015-07-14,FO,-3.75,-3.75,0,0
2015-07-15,CLEAN|FRESH,5.55,5.11,1,1
2015-07-16,CLEAN|FRESH,0.44,0.44,0,0
2015-07-17,CLEAN|FRESH,4.61,9.31,1,1
2015-07-22,FO,-1.62,-1.62,0,0
2015-07-23,CLEAN|FRESH,3.43,3.43,0,0
2015-07-27,POKED|SPENT,-6.55,-6.55,0,0
2015-07-28,POKED|FRESH,-4.07,-4.07,0,0
2015-07-29,FO,-3.26,-3.26,0,0
2015-07-30,POKED|FRESH,3.78,3.78,0,0
2015-07-31,FO,-5.75,-5.75,0,0
2015-08-03,CLEAN|FRESH,-5.51,-5.51,0,0
2015-08-05,CLEAN|SPENT,-1.13,-1.13,0,0
2015-08-07,CLEAN|FRESH,2.21,-3.35,1,1
2015-08-10,FO,5.14,6.31,1,1
2015-08-11,POKED|FRESH,1.09,1.09,0,0
2015-08-12,FO,10.02,10.02,0,0
2015-08-17,FO,0.89,0.01,1,1
2015-08-18,POKED|FRESH,-3.05,-3.05,0,0
2015-08-20,FO,12.21,12.21,1,0
2015-08-24,CLEAN|SPENT,-9.8,-9.8,0,0
2015-08-26,FO,9.67,9.67,1,0
2015-08-27,CLEAN|FRESH,-1.75,-1.75,0,0
2015-08-28,POKED|SPENT,-8.25,-8.25,0,0
2015-09-01,FO,-3.12,-3.12,0,0
2015-09-02,POKED|FRESH,-4.88,-4.88,0,0
2015-09-03,CLEAN|SPENT,1.82,5.16,1,1
2015-09-04,CLEAN|FRESH,-3.59,-3.59,0,0
2015-09-07,CLEAN|FRESH,-1.84,-1.84,0,0
2015-09-11,POKED|FRESH,2.54,5.14,1,1
2015-09-14,CLEAN|FRESH,-5.29,-5.29,0,0
2015-09-15,CLEAN|FRESH,0.32,0.59,1,1
2015-09-18,CLEAN|FRESH,1.86,5.32,1,1
2015-09-22,CLEAN|FRESH,-2.61,-2.61,0,0
2015-09-24,FO,16.19,16.19,1,0
2015-09-29,FO,2.52,-2.74,1,1
2015-09-30,POKED|FRESH,6.12,6.12,1,0
2015-10-01,FO,0.12,-2.43,1,1
2015-10-02,CLEAN|FRESH,1.84,-3.27,1,1
2015-10-06,CLEAN|FRESH,12.21,12.21,0,0
2015-10-12,FO,-4.04,-4.01,1,1
2015-10-16,CLEAN|SPENT,-1.94,-1.94,0,0
2015-10-22,CLEAN|SPENT,-3.7,-3.7,0,0
2015-10-27,CLEAN|SPENT,-3.99,-3.99,0,0
2015-10-28,FO,5.37,-5.61,1,1
2015-10-29,POKED|FRESH,8.84,8.84,1,0
2015-10-30,CLEAN|SPENT,2.93,2.93,1,0
2015-11-02,POKED|SPENT,-0.27,-0.27,0,0
2015-11-03,CLEAN|SPENT,14.48,14.48,1,0
