date,n_avail,win_sec,imb,path_eff,srun,mvol,dur_cv,lvl_act,sh_path,sh_srun,sh_mvol,sh_lvl,nan_reason
2013-02-05,12504,5656.487,-0.012916,0.024165,-0.000333,0.032451,1.67182,0.761333,0.193622,0.0,0.138203,0.80597,
2013-02-07,68460,836.011,0.012629,0.026221,-0.000667,0.083495,1.364881,0.345667,0.478916,0.076923,0.98091,0.675622,
2013-02-08,41289,2211.709,-0.036087,0.025151,-0.000333,0.041099,1.656511,0.365333,0.236066,0.055556,0.330568,0.498839,
2013-02-11,12508,3158.506,-0.018382,0.027753,0.000333,0.04689,1.596368,0.055333,0.230216,0.0,0.278084,0.207478,
2013-02-12,21302,2266.139,-0.021809,0.0154,0.0,0.038646,1.320546,0.732667,0.089655,0.027027,0.302619,0.771287,
2013-02-13,12181,5445.666,-0.050396,0.031108,0.000333,0.031963,1.706937,0.214,0.241309,0.033333,0.14476,0.227575,
2013-02-14,23624,2350.444,-0.003152,0.029319,0.0,0.064319,1.510205,0.414,0.438442,0.102564,0.264187,0.442612,
2013-02-15,23723,1759.773,-0.003717,0.021046,-0.000333,0.055599,1.677417,0.294333,0.485232,0.068966,0.251533,0.339291,
2013-02-18,60398,3408.128,-0.018752,0.024663,0.000333,0.075386,1.717635,0.909,0.307897,0.071429,0.280965,0.933972,
2013-02-19,44194,1800.412,-0.0089,0.028955,0.000667,0.054731,1.76918,0.192667,0.386282,0.1,0.383114,0.236833,
2013-02-20,31806,2318.726,-0.028527,0.016995,0.000667,0.061233,1.509483,0.911667,0.299435,0.026316,0.181521,0.919328,
2013-02-22,53355,1708.231,-0.042636,0.026716,0.002001,0.057593,1.67942,0.586667,0.451482,0.0,0.352977,0.664799,
2013-02-25,58549,1701.127,-0.003559,0.018822,-0.001,0.064895,1.45427,0.972667,0.330994,-0.107143,0.418565,1.0,
2013-02-26,37089,1039.172,-0.040067,0.021507,-0.000333,0.058808,1.12683,0.502,0.411683,-0.176471,0.561914,0.731569,
2013-02-28,17816,2613.253,-0.003717,0.027103,0.001,0.058372,1.940637,0.627,0.46978,0.093023,0.296828,0.68083,
2013-03-01,29836,2089.776,-0.021004,0.007095,0.0,0.090165,1.569536,0.689,0.130952,0.029412,0.37027,0.915619,
2013-03-04,22762,3309.865,-0.047658,0.032583,0.002334,0.035599,1.528619,0.725667,0.242248,-0.018182,0.256947,0.828711,
2013-03-05,74179,1683.223,0.021589,0.001182,-0.000667,0.061686,1.715177,0.943333,0.037037,-0.035714,0.392274,1.0,
2013-03-06,32720,3480.205,-0.000349,0.010645,0.0,0.062451,1.72188,0.947333,0.175714,-0.017241,0.148429,1.0,
2013-03-08,32993,3182.117,0.026634,0.016909,0.000333,0.070055,2.030413,0.525,0.183002,0.018868,0.312742,0.542013,
2013-03-12,26296,2998.072,-0.002326,0.013614,0.000667,0.061049,1.676258,0.41,0.183673,-0.020408,0.239613,0.545485,
2013-03-13,23822,4395.599,-0.018431,0.045434,-0.001,0.051548,1.821785,0.018667,0.298069,-0.013699,0.355688,0.132825,
2013-03-15,14472,6958.64,-0.075488,0.0173,-0.001667,0.033226,1.590535,0.816667,0.109692,-0.052174,0.148315,0.934775,
2013-03-18,27223,2070.022,-0.004525,0.050147,0.001,0.062665,1.826054,0.544333,0.50269,0.088235,0.540504,0.550495,
2013-03-19,28771,2533.716,-0.016986,0.024076,-0.000333,0.073352,1.852727,0.122667,0.297428,0.047619,0.386658,0.188519,
2013-03-20,8518,9302.196,-0.026189,0.025928,0.0,0.039584,1.560554,0.491,0.123295,0.019355,0.154936,0.582026,
2013-03-21,8340,10025.423,-0.042755,0.026216,0.0,0.042265,1.613721,0.727333,0.138337,0.0,0.122159,0.798211,
2013-03-25,21977,4576.568,0.023333,0.035813,0.0,0.07152,1.928595,0.372333,0.389341,0.026316,0.238997,0.408865,
2013-03-26,14093,5772.768,-0.005874,0.030637,-0.000333,0.047341,1.596612,0.572,0.165669,0.010417,0.241775,0.683096,
2013-03-27,8760,8996.26,-0.093469,0.019186,0.000333,0.042812,1.950144,0.178667,0.161725,0.026846,0.116328,0.205726,
2013-04-03,66133,1520.942,-0.000359,0.039051,0.000333,0.141748,1.825631,0.548667,0.624555,0.08,1.200287,0.59199,
2013-04-04,35801,1517.277,-0.0484,0.056656,0.000667,0.072772,1.689773,0.698667,0.471529,0.12,0.788393,0.752674,
2013-04-09,26916,2940.945,0.020305,0.047336,0.001334,0.060274,1.841037,0.392,0.474724,0.040816,0.352461,0.411093,
2013-04-10,10134,6350.648,-0.070158,0.020891,-0.002334,0.04782,1.606431,0.157,0.140187,0.028571,0.162017,0.194204,
2013-04-12,15872,3536.246,-0.021997,0.032345,0.0,0.056141,1.812786,0.305667,0.331874,0.086207,0.267246,0.426055,
2013-04-15,77662,1290.472,-0.100228,0.095804,0.000333,0.160255,1.518587,1.0,0.633922,0.0,2.026228,1.0,
2013-04-19,21084,4828.528,-0.030155,0.009204,0.000667,0.070788,2.049753,1.0,0.118664,-0.0375,0.279859,1.0,
2013-04-22,40089,2569.803,-0.03642,0.037808,-0.004001,0.066834,1.912729,0.953,0.369048,0.047619,0.449656,1.0,
2013-04-24,24401,3763.893,0.036585,0.060241,-0.001,0.077093,2.154461,0.660667,0.345577,0.032258,0.515957,0.678738,
2013-04-25,37770,2747.405,-0.026281,0.01453,0.000667,0.05893,1.99892,1.0,0.117021,-0.022222,0.38551,1.0,
2013-04-29,18329,4062.579,-0.016923,0.045044,0.002668,0.070342,1.779322,0.661,0.259422,0.029851,0.562876,0.744723,
2013-04-30,23417,1862.205,0.064048,0.108761,0.001334,0.130994,2.228922,0.074,0.710468,0.032258,1.701099,0.235237,
2013-05-03,19108,2533.138,0.0015,0.014899,-0.000333,0.069039,1.725894,0.899,0.171449,-0.071429,0.453513,0.980618,
2013-05-07,25982,1860.932,-0.023343,0.00864,-0.001,0.05464,1.593175,1.0,0.091782,0.0,0.400181,1.0,
2013-05-10,27833,2419.217,-0.030039,0.043002,0.001,0.048483,1.662604,0.404333,0.291476,0.075,0.469047,0.445205,
2013-05-14,35446,2069.822,-0.013838,0.009659,-0.000333,0.075051,1.859871,1.0,0.181818,0.0,0.32512,1.0,
2013-05-15,16442,4609.601,0.039075,0.024171,-0.001667,0.067943,2.044669,0.378333,0.238931,0.013158,0.240049,0.477015,
2013-05-16,31947,1866.374,-0.094897,0.053861,0.003001,0.070569,1.689016,0.676333,0.341705,0.064516,0.721296,0.726309,
2013-05-17,27943,1287.459,-0.003244,0.053051,0.0,0.070666,1.581748,0.708,0.702771,0.095238,0.73789,0.824959,
2013-05-21,21913,4350.19,0.035304,0.056988,0.0,0.065367,1.927367,0.526,0.317143,-0.013889,0.482545,0.575025,
2013-05-22,24601,2858.439,-0.043179,0.026605,-0.001334,0.067782,2.217509,0.492333,0.28774,0.021277,0.344343,0.646631,
2013-05-27,15515,6197.795,-0.018021,0.003534,-0.000333,0.076538,1.599997,1.0,0.025286,-0.019417,0.215742,1.0,
2013-05-30,15828,5388.628,-0.03953,0.033489,0.000333,0.051135,1.9766,0.314333,0.208865,0.05618,0.240858,0.476698,
2013-06-05,33748,2525.522,-0.007852,0.032217,-0.001334,0.054621,1.756935,0.801667,0.372915,0.047619,0.298061,0.839103,
2013-06-06,17361,3485.401,-0.072009,0.02716,0.002001,0.042671,1.931014,0.696333,0.156849,0.0,0.310592,0.750327,
2013-06-10,23742,2740.574,0.006415,0.044314,0.000333,0.052297,1.94178,0.484,0.298752,0.044444,0.410274,0.570498,
2013-06-11,11125,7005.955,-0.037396,0.021221,0.001,0.052323,2.2913,0.591,0.122391,0.017241,0.236567,0.682091,
2013-06-12,11561,6955.534,-0.053144,0.025516,0.002668,0.041143,1.878514,0.459667,0.124142,0.017391,0.195495,0.512667,
2013-06-14,41406,2267.573,0.019833,0.006751,-0.000667,0.037897,2.11278,0.219333,0.014848,0.027027,0.476607,0.276455,
2013-06-18,10603,6729.161,-0.080859,0.014575,-0.002334,0.036496,2.047015,0.695667,0.074374,0.008929,0.166009,0.797809,
2013-06-20,32070,1540.324,-0.056233,0.049363,-0.000667,0.074537,1.830711,0.459,0.409228,0.0,0.704449,0.460145,
2013-06-24,25050,1961.825,-0.045195,0.028021,0.002668,0.050281,1.826589,0.983667,0.212954,0.1875,0.443921,1.0,
2013-06-25,79859,678.928,-0.006734,0.037274,0.0,0.068365,0.995357,0.991,0.420057,0.090909,1.130523,1.0,
2013-06-26,56706,1251.308,-0.032759,0.066556,0.003001,0.080474,1.763153,1.0,0.444678,0.25,0.997216,1.0,
2013-07-01,62003,1105.471,0.06008,0.028903,-0.000333,0.085819,2.03577,0.905,0.31735,0.055556,0.945131,1.0,
2013-07-02,24193,2166.475,0.005167,0.066708,0.001,0.099509,2.252848,0.613333,0.452885,0.0,0.863981,0.871229,
2013-07-03,31783,3144.113,0.004604,0.031562,0.002334,0.055837,2.106863,0.222333,0.163344,0.019231,0.459331,0.222511,
2013-07-05,22495,3855.669,0.044309,0.058213,-0.000333,0.072783,2.388323,0.215,0.39511,-0.03125,0.486407,0.233145,
2013-07-09,16227,5648.193,0.05102,0.018431,0.001,0.055143,2.212348,1.0,0.065492,0.042553,0.329435,1.0,
2013-07-10,14703,4674.947,0.003298,0.033183,0.000667,0.089482,1.926272,0.033333,0.221575,0.012987,0.592684,0.083972,
2013-07-11,29001,3230.229,0.004721,0.039589,0.000667,0.064192,1.974022,1.0,0.219492,0.018868,0.610842,1.0,
2013-07-16,28516,3031.365,0.082762,0.051506,0.005002,0.046903,2.209926,0.114,0.449321,0.06,0.404151,0.121302,
2013-07-17,47361,785.684,-0.04572,0.08284,-0.000667,0.10874,1.439458,0.022667,0.646586,-0.076923,2.214701,0.163914,
2013-07-19,57469,1114.332,-0.002999,0.057544,-0.002001,0.041285,1.745421,0.613667,0.309548,0.055556,0.746053,0.857189,
2013-07-22,23519,4905.683,-0.030239,0.025073,-0.000333,0.054713,1.667494,1.0,0.210057,0.0,0.239163,1.0,
2013-07-25,27997,2425.04,-0.004082,0.071157,0.0,0.047274,2.216965,0.120333,0.393893,0.125,0.500315,0.137158,
2013-07-29,19709,3419.728,-0.009146,0.037336,0.002001,0.040467,2.089516,0.637667,0.225399,0.017857,0.28914,0.767,
2013-07-30,21755,6523.923,-0.017796,0.007091,0.001334,0.063935,1.792122,0.832667,0.030331,-0.009259,0.394526,0.916417,
2013-08-01,39734,2697.824,0.026922,0.037311,-0.000333,0.122383,1.690588,0.102667,0.279644,0.0,0.843228,0.177607,
2013-08-02,16266,1787.558,-0.067582,0.027008,0.002001,0.049867,1.696965,1.0,0.174286,-0.034483,0.579607,1.0,
2013-08-05,19793,4747.614,-0.040386,0.053197,0.002001,0.05425,2.102869,0.421667,0.306642,0.012658,0.279029,0.48958,
2013-08-06,13539,6083.423,-0.030151,0.038694,0.000667,0.067831,2.233476,0.772333,0.204578,0.059406,0.384458,0.835045,
2013-08-08,37494,1382.404,-0.015549,0.052331,0.0,0.037867,1.919247,0.928667,0.453254,0.043478,0.574407,0.949903,
2013-08-12,55746,1627.669,-0.021739,0.084021,0.000667,0.072005,2.037177,0.980333,0.453787,0.074074,1.16796,1.0,
2013-08-13,25328,1133.589,0.065969,0.035645,0.000667,0.058715,1.847079,0.757667,0.460299,0.222222,0.595516,0.949007,
2013-08-15,83472,1296.867,-0.019455,0.082379,0.0,0.111611,1.992244,0.198667,0.675352,0.047619,1.331165,0.300165,
2013-08-23,49009,1415.232,-0.054122,0.059743,-0.000667,0.084969,1.631353,0.238667,0.627886,0.086957,0.737846,0.316239,
2013-08-27,27501,2679.038,-0.023579,0.057225,-0.001334,0.076356,1.764857,0.110333,0.348606,0.0,0.743407,0.143281,
2013-08-28,15221,2499.429,0.025265,0.065198,0.000667,0.05873,1.679931,0.571333,0.440049,0.04878,0.558249,0.628553,
2013-08-30,24265,2940.033,0.049261,0.050755,-0.001667,0.049614,2.093086,0.083,0.299235,0.020408,0.517267,0.083628,
2013-09-03,18066,3294.059,0.025666,0.046493,-0.001667,0.033845,2.241854,0.084667,0.257407,0.037037,0.258514,0.109043,
2013-09-05,11587,6879.961,0.012687,0.033572,-0.001,0.04027,2.021911,0.180333,0.174426,0.008772,0.210819,0.291944,
2013-09-06,30519,4896.395,-0.00273,0.07718,0.003001,0.07668,2.175184,0.080667,0.355429,0.0,0.521953,0.117979,
2013-09-12,21779,1605.202,0.042933,0.082286,0.003001,0.139124,2.395064,0.698667,0.591975,0.192308,1.468416,0.870787,
2013-09-13,14901,5971.7,0.00355,0.109271,0.001,0.130905,2.023526,0.199,0.433463,0.020202,0.679126,0.282912,
2013-09-16,19338,3125.591,-0.153278,0.056492,0.002334,0.05344,2.377303,0.331,0.266451,0.0,0.455192,0.334325,
2013-09-17,53241,999.949,-0.079171,0.070194,-0.000333,0.045823,1.755518,0.344,0.640798,0.3125,0.762266,0.482038,
2013-09-19,17025,2474.223,-0.01199,0.097495,-0.000667,0.095866,1.960147,0.204667,0.455135,0.0,1.447778,0.298744,
2013-09-24,24916,2936.535,-0.014382,0.035843,0.0,0.04456,1.862485,0.765,0.194946,0.020833,0.444759,0.790086,
2013-09-25,30411,2924.294,0.01256,0.046958,0.0,0.041268,2.026157,0.352667,0.216175,0.083333,0.40164,0.495862,
2013-09-26,27884,1656.26,0.012024,0.098748,0.0,0.057085,2.460313,0.097,0.574451,0.111111,0.618837,0.175878,
2013-10-01,34893,2178.805,-0.102932,0.139245,0.001334,0.048242,2.749314,0.107333,0.564662,0.0,0.605585,0.182569,
2013-10-03,53829,1015.261,0.019815,0.101736,0.002001,0.092014,1.990495,0.116,0.640972,0.0625,1.382132,0.236309,
2013-10-04,11805,4291.527,-0.066293,0.035044,-0.001334,0.04663,2.370398,0.128333,0.214864,0.014286,0.270932,0.209402,
2013-10-08,92032,736.277,0.013354,0.0442,-0.000333,0.058594,1.260036,0.818,0.459038,0.083333,0.971832,0.865409,
2013-10-10,42894,1718.616,-0.113903,0.050937,0.000667,0.05234,2.389958,0.123333,0.487541,0.0,0.580182,0.241196,
2013-10-11,86051,941.704,-0.034247,0.149013,-0.000333,0.279871,1.683182,0.349667,0.748095,0.133333,3.8282,0.627521,
2013-10-15,35845,1635.026,-0.057181,0.082102,0.000667,0.057909,2.218403,0.126,0.610879,0.222222,0.840751,0.127515,
2013-10-17,43916,935.51,-0.00661,0.080289,0.0,0.061963,1.275291,0.049667,0.563091,-0.133333,1.452827,0.112418,
2013-10-18,28536,1516.86,-0.016433,0.072821,-0.000667,0.042032,1.655131,0.300667,0.889447,0.36,0.443076,0.386566,
2013-10-21,17923,5486.782,-0.013925,0.017815,-0.001667,0.031992,1.973156,0.657667,0.101406,0.010989,0.220192,0.726127,
2013-10-22,10665,8507.561,-0.009987,0.020516,0.000667,0.026321,2.174293,0.045333,0.093913,0.007092,0.128808,0.096572,
2013-10-24,20133,1731.406,0.019979,0.063238,-0.000667,0.040382,1.743177,0.581333,0.464804,0.0,0.53911,0.837865,
2013-10-25,62530,1730.07,-0.032631,0.00736,-0.001334,0.033902,2.148775,0.628333,0.064449,0.035714,0.46561,0.804412,
2013-10-28,27795,3088.081,-0.043388,0.066043,-0.001,0.034266,2.417884,0.260667,0.304943,0.019608,0.353018,0.289422,
2013-10-31,22199,2325.075,-0.053236,0.048057,0.0,0.03379,1.469561,0.507333,0.338428,0.0,0.302916,0.592275,
2013-11-01,27103,2900.601,-0.160494,0.066645,0.001334,0.032384,2.093331,0.186333,0.35055,0.020833,0.333626,0.29605,
2013-11-05,22056,3696.827,-0.067099,0.02908,0.001,0.044543,2.274793,0.442333,0.186874,-0.065574,0.242551,0.565863,
2013-11-07,13990,2219.069,0.008716,0.016045,0.000333,0.027524,1.555945,0.996,0.18664,0.027778,0.19773,1.0,
2013-11-08,40906,1616.314,-0.010653,0.074468,-0.001667,0.081283,1.641392,0.006,0.419461,0.038462,1.456884,0.029529,
2013-11-11,26428,2094.1,0.019259,0.046037,-0.001,0.031974,1.837565,0.393333,0.330861,0.058824,0.258628,0.515282,
2013-11-12,69693,1343.664,-0.080311,0.088956,0.002668,0.037042,1.825756,0.233667,0.636557,0.136364,0.662842,0.296053,
2013-11-14,68664,1289.468,-0.037767,0.068081,-0.000333,0.039492,1.613993,0.314,0.46308,0.0,0.649256,0.563813,
2013-11-19,40801,2488.881,-0.026839,0.059478,-0.001667,0.043752,2.169237,0.086333,0.397375,0.04878,0.404409,0.147778,
2013-11-20,14727,3027.895,0.01322,0.022187,-0.002001,0.024645,1.924198,0.783,0.209898,0.0,0.159612,0.826031,
2013-11-21,59019,1168.747,-0.065234,0.057111,0.000667,0.094739,1.716807,0.043667,0.343521,0.0,0.716674,0.09306,
2013-11-22,27498,3889.053,-0.027057,0.037107,0.0,0.03736,2.146725,0.167333,0.18287,0.046875,0.28188,0.18607,
2013-11-25,23692,2773.486,-0.013889,0.032295,0.001,0.023681,1.603983,0.985333,0.327684,0.130435,0.182477,1.0,
2013-12-03,31212,3244.929,-0.012361,0.058783,-0.000667,0.033739,2.089864,0.120333,0.235642,0.185185,0.308443,0.14703,
2013-12-04,15918,4924.689,-0.160431,0.051959,0.000667,0.026406,2.255511,0.428333,0.285194,0.04878,0.129002,0.457395,
2013-12-06,42393,1023.11,-0.025154,0.149551,0.000333,0.297137,2.101619,0.0,0.907988,-0.058824,2.958119,0.0,
2013-12-10,12053,3994.931,0.030844,0.048333,0.001,0.024748,2.492584,0.589333,0.375714,0.015152,0.176257,0.598069,
2013-12-12,21364,3729.139,-0.00641,0.049143,-0.001,0.029065,2.227668,0.220333,0.196891,0.0,0.274825,0.286741,
2013-12-13,26686,3186.237,-0.085456,0.09016,0.000667,0.039091,2.3033,0.117667,0.405042,-0.018868,0.315834,0.153244,
2013-12-16,21690,4678.578,-0.105455,0.040158,0.001334,0.029848,2.291843,0.403,0.181818,0.0,0.232642,0.468531,
2013-12-17,18163,2081.349,-0.033036,0.042032,0.001,0.029364,1.792314,0.214333,0.261954,-0.029412,0.366879,0.308658,
2013-12-18,21723,4361.575,-0.041793,0.0524,-0.000667,0.031457,2.689536,0.139,0.263847,0.0,0.248045,0.148037,
2013-12-19,33855,2134.188,-0.095097,0.15475,0.001667,0.144863,1.998405,0.094,0.705323,0.114286,1.176933,0.168323,
2013-12-23,24990,3043.287,-0.107728,0.09354,0.003334,0.034392,2.264322,0.066333,0.457937,0.06,0.386844,0.068078,
2013-12-24,9603,8551.958,-0.157425,0.031734,0.000667,0.040794,2.363132,0.013333,0.113998,0.007194,0.190271,0.013667,
2013-12-26,12837,11583.872,-0.051441,0.017336,0.000667,0.048672,2.584761,0.757667,0.043478,0.005376,0.182993,0.845769,
2013-12-27,13651,4115.922,-0.005072,0.034842,-0.001,0.028089,1.990036,0.136667,0.270303,0.0,0.189151,0.178146,
2013-12-31,34257,2252.797,0.037229,0.092184,-0.001667,0.157887,2.091934,0.019667,0.477435,0.0,1.337591,0.153014,
2014-01-03,22036,3246.993,0.039848,0.078323,-0.002001,0.033604,2.143291,0.680333,0.353928,0.111111,0.353362,0.702163,
2014-01-06,60876,998.031,-0.052922,0.039216,-0.001334,0.050077,1.677038,1.0,0.440876,0.0,0.63057,1.0,
2014-01-07,16465,3141.633,0.017927,0.048474,-0.001667,0.026965,1.625021,0.790333,0.353805,0.057692,0.192928,0.838667,
2014-01-08,25199,4058.3,-0.061453,0.057843,0.000333,0.047802,2.457613,0.502333,0.200246,0.029851,0.322321,0.587943,
2014-01-09,60984,1604.107,-0.034483,0.030087,0.0,0.03181,2.040733,0.237333,0.246927,0.115385,0.418335,0.296382,
2014-01-10,39479,1333.669,-0.039954,0.041522,0.000667,0.211527,1.946241,0.182,0.220325,-0.227273,2.769665,0.43231,
2014-01-14,51756,1248.856,-0.002141,0.059402,0.0,0.034873,1.906921,0.278667,0.487909,0.05,0.46305,0.375124,
2014-01-15,24326,3158.31,-0.038536,0.02854,0.0,0.032402,2.374216,0.913667,0.18625,0.076923,0.210201,0.971589,
2014-01-16,18619,4205.356,-0.018303,0.068844,0.0,0.030859,2.098566,0.182333,0.32626,0.042857,0.229649,0.193985,
2014-01-22,13654,3686.026,-0.081604,0.047001,0.000333,0.022078,2.154383,0.06,0.286325,-0.016393,0.185136,0.062252,
2014-01-24,40116,1694.431,-0.028101,0.076822,0.001334,0.042621,2.505916,0.448667,0.569825,0.142857,0.394787,0.538739,
2014-01-28,26504,1850.107,-0.063148,0.059346,0.000333,0.031405,2.215536,0.355,0.389831,0.0,0.408093,0.460872,
2014-01-31,13350,5105.67,-0.061131,0.030763,0.0,0.026496,2.040144,0.703,0.177489,0.035294,0.139149,0.836315,
2014-02-03,17308,3422.544,-0.070952,0.085115,0.001667,0.028081,2.303418,0.395333,0.368515,0.017544,0.269795,0.422738,
2014-02-04,12912,4327.343,0.046653,0.077247,0.0,0.025381,2.25478,0.076667,0.419883,0.097222,0.160645,0.139358,
2014-02-05,16247,3718.145,0.121516,0.058057,0.0,0.026006,2.389888,0.530667,0.229972,-0.032787,0.27097,0.592297,
2014-02-06,13377,4352.925,0.011521,0.028218,0.001334,0.032178,2.415196,0.471333,0.135338,0.027778,0.225262,0.543773,
2014-02-07,19045,4490.7,0.153488,0.032868,0.002001,0.029012,2.455626,0.939,0.138945,0.027027,0.190781,0.988012,
2014-02-10,11835,7304.683,0.041801,0.027523,0.000333,0.026073,2.501221,0.308667,0.14527,-0.008264,0.109431,0.443704,
2014-02-11,40309,1532.068,0.009155,0.053231,-0.000333,0.035994,2.335653,0.916333,0.39427,0.12,0.400155,1.0,
2014-02-12,40172,1514.931,-0.015625,0.06942,0.000333,0.038845,1.958397,0.686667,0.625192,0.2,0.352131,0.713725,
2014-02-13,31209,3491.455,0.033301,0.060215,-0.000667,0.03092,2.183563,0.453,0.311985,0.086207,0.268999,0.57469,
2014-02-14,22062,4042.113,0.062849,0.06626,0.000667,0.024913,2.173338,0.607667,0.221778,0.0,0.209744,0.783519,
2014-02-20,45876,2643.096,0.00275,0.064701,0.000333,0.056081,1.891345,0.153333,0.442404,0.022727,0.429503,0.17513,
2014-02-21,33069,3946.417,0.002074,0.035459,-0.000333,0.029425,1.909098,0.925,0.271698,0.061538,0.162144,0.959455,
2014-02-24,26206,2825.583,-0.012163,0.048424,0.0,0.028027,2.525287,0.876667,0.290657,0.021277,0.27919,1.0,
2014-02-25,60918,1119.855,-0.081312,0.037494,0.0,0.04754,1.770634,0.991667,0.306018,0.055556,0.605947,1.0,
2014-02-26,18242,1261.117,0.086022,0.074864,0.002001,0.02557,1.714766,0.819,0.586331,0.142857,0.311586,0.889213,
2014-02-27,26735,3029.222,-0.004997,0.082862,0.001,0.031141,2.18699,0.496333,0.419981,-0.02,0.28531,0.541087,
2014-02-28,32771,1696.885,0.00665,0.044554,0.001334,0.030023,2.152943,0.23,0.355457,-0.035714,0.324676,0.273821,
2014-03-03,32099,2707.759,-0.010932,0.024078,-0.000333,0.028698,1.788199,1.0,0.191546,0.022222,0.268125,1.0,
2014-03-05,33687,2828.819,-0.02964,0.04184,-0.000333,0.028565,2.138697,0.592667,0.286228,0.021277,0.228608,0.740079,
2014-03-06,13163,4632.648,-0.040553,0.050056,-0.002334,0.027516,2.206711,0.223333,0.276639,-0.012987,0.219053,0.247433,
2014-03-11,62632,1188.047,-0.005543,0.062568,0.001,0.04562,1.955199,0.106667,0.58545,0.052632,0.621247,0.138999,
2014-03-12,22123,3310.246,0.032496,0.050735,0.001,0.0604,2.0241,1.0,0.360843,0.018182,0.384549,1.0,
2014-03-14,36912,1713.674,0.051632,0.021706,0.002668,0.041369,1.62253,0.848,0.25,0.035714,0.358608,0.932225,
2014-03-18,40043,1777.439,-0.044598,0.064952,0.0,0.043555,1.909951,0.268333,0.469462,0.103448,0.542609,0.461007,
2014-03-19,20704,3264.573,-0.049785,0.01708,0.002668,0.030312,1.775817,0.897,0.095459,0.037037,0.27659,1.0,
2014-03-20,45233,2075.825,0.000884,0.027076,0.001334,0.033174,1.816509,0.929333,0.181622,0.088235,0.363233,0.973,
2014-03-21,16445,4237.671,-0.024465,0.046913,0.0,0.030897,1.859358,0.517667,0.257098,0.028571,0.267491,0.706019,
2014-03-24,22257,2762.041,-0.045894,0.094192,0.0,0.033866,1.821498,0.455333,0.562738,0.043478,0.314114,0.460333,
2014-03-25,45538,1605.394,0.0334,0.037451,-0.000667,0.063805,1.764553,0.765,0.35206,0.038462,0.574034,0.982895,
2014-03-26,38012,1958.358,-0.010711,0.051546,0.000333,0.04389,1.794438,0.415667,0.460251,0.03125,0.394771,0.44143,
2014-03-27,16238,2706.624,-0.023732,0.020546,-0.001,0.028333,2.029429,0.423667,0.136035,0.088889,0.186232,0.535773,
2014-03-28,35350,2448.481,-0.06186,0.041793,0.001334,0.03716,1.718303,0.324333,0.412941,0.05,0.272681,0.470393,
2014-03-31,13146,4242.043,-0.014778,0.031766,-0.001,0.031762,2.322963,0.449667,0.190568,-0.028571,0.216264,0.515443,
2014-04-03,11162,6959.263,-0.004488,0.021024,0.000667,0.027946,1.771338,0.063,0.105132,-0.008696,0.144758,0.092303,
2014-04-08,15345,5168.848,0.005038,0.008288,-0.000333,0.027499,2.200055,0.971,0.031697,0.0,0.175645,1.0,
2014-04-10,20607,2298.844,-0.00202,0.038706,-0.000667,0.029888,2.082145,0.894667,0.298405,0.078947,0.182014,0.939869,
2014-04-11,29032,2972.645,-0.003851,0.066566,-0.000667,0.035436,1.900032,0.19,0.494577,0.0,0.254101,0.239045,
2014-04-14,17649,3447.438,0.006242,0.049658,0.001,0.031648,1.986966,0.112333,0.322093,0.035088,0.30589,0.167108,
2014-04-16,19314,2666.479,-0.018899,0.048477,0.0,0.03441,1.952692,0.676667,0.358999,0.022727,0.327015,0.726524,
2014-04-17,16060,4716.707,-0.033562,0.024842,-0.000667,0.028206,2.033464,0.252333,0.167556,-0.025641,0.207794,0.304391,
2014-04-22,41404,1784.974,-0.014412,0.035478,-0.001334,0.036036,1.728031,0.258667,0.341353,0.068966,0.362924,0.452405,
2014-04-23,18723,2924.99,-0.016211,0.038529,-0.000333,0.030001,2.308652,0.343667,0.309524,0.020833,0.205416,0.410265,
2014-04-24,22967,3061.841,-0.019965,0.036172,0.000333,0.03579,2.035868,0.584,0.24504,0.039216,0.305935,0.649738,
2014-04-25,22463,3542.3,0.027515,0.060992,0.0,0.033084,2.007546,0.071,0.350601,0.101695,0.243126,0.089862,
2014-04-30,10926,8722.91,-0.029493,0.012342,0.002334,0.031467,1.999991,0.743667,0.067381,0.006897,0.129567,0.826738,
2014-05-01,16285,3661.407,-0.053156,0.049136,0.0,0.029731,2.124275,0.355667,0.377565,0.032787,0.199774,0.357843,
2014-05-02,26699,3426.703,-0.026283,0.091372,0.000333,0.18905,1.952478,0.0,0.466165,-0.017544,0.959254,0.060158,
2014-05-07,24176,2873.662,-0.013086,0.039698,0.000333,0.040614,2.102033,0.498,0.260791,0.0,0.348364,0.546057,
2014-05-08,41647,1022.247,-0.040452,0.036108,0.001,0.061119,1.316103,0.090667,0.275692,0.0,0.727178,0.216166,
2014-05-09,21846,3878.323,-0.045643,0.049381,-0.000333,0.032131,1.863251,0.110667,0.323612,0.0,0.280243,0.244444,
2014-05-16,19121,3061.148,-0.026918,0.023938,0.0,0.031942,2.009241,0.314667,0.257679,0.019608,0.169139,0.414248,
2014-05-20,38841,3910.941,-0.039067,0.035849,0.000667,0.023957,2.266891,0.102333,0.218373,0.076923,0.14104,0.103845,
2014-05-21,14778,2848.138,-0.027571,0.02156,0.000333,0.023864,2.403627,0.244667,0.212724,0.042553,0.141414,0.328534,
2014-05-28,60583,1970.558,-0.061255,0.049428,-0.000333,0.027593,1.96229,0.820667,0.221209,0.0625,0.371218,0.927128,
