# h0_tickfeat v2 (SIGNAL BAR j — Engineer BLOCKING-1 fix; v1 f1bdba72 โมฆะ) | ROLL_D=60 MIN_OBS=30 | Dukascopy M1 col6 | baseline ok-days past-only | reads day_facts date/status/traded/entry_time + h0_features asian_width ONLY (no P&L)
date,tick_sig,rel_tick_sig,rjR,asian_ticks,rel_tick_asian,tick_cov_asian,base_obs_sig
2013-09-18,,,,17523,1.1228,0.981,0
2013-09-19,256,3.87879,0.886598,11151,0.71451,0.998,60
2013-09-20,,,,9662,0.631916,0.971,0
2013-09-23,,,,19748,1.30462,1,0
2013-09-24,119,2.14414,0.0904255,13899,0.918214,0.976,60
2013-09-25,217,4.05607,0.489703,14786,0.979789,1,60
2013-09-26,146,2.63063,0.371642,15564,1.03843,1,60
2013-09-27,,,,14022,0.935548,0.998,0
2013-09-30,,,,13566,0.914182,1,0
2013-10-01,182,3.40187,0.528796,12412,0.836416,0.993,60
2013-10-02,,,,20152,1.36707,1,0
2013-10-03,381,2.08197,0.614148,9143,0.620243,0.99,60
2013-10-04,45,1.05882,0.0933014,9441,0.640459,0.998,60
2013-10-07,,,,13936,0.952043,0.995,0
2013-10-08,355,1.70264,0.436185,24069,1.65702,0.998,60
2013-10-09,,,,23971,1.65027,1,0
2013-10-10,365,8.48837,0.33675,24939,1.71691,1,60
2013-10-11,302,2.49587,1.92914,29328,2.01907,1,60
2013-10-14,,,,29655,2.03346,1,0
2013-10-15,393,7.01786,0.483516,20364,1.39637,0.871,60
2013-10-16,,,,26991,1.83102,0.998,0
2013-10-17,344,6.1982,0.705726,22934,1.5558,0.99,60
2013-10-18,271,4.59322,0.421053,19800,1.34319,1,60
2013-10-21,143,2.86,0.146132,16506,1.11973,1,60
2013-10-22,80,1.41593,0.306452,9594,0.646518,0.995,60
2013-10-23,,,,18387,1.23906,0.995,0
2013-10-24,241,3.2349,0.460857,13406,0.884943,0.998,60
2013-10-25,83,0.70339,0.116105,12746,0.841376,0.995,60
2013-10-28,120,1.84615,0.137705,16533,1.09136,1,60
2013-10-29,,,,20298,1.31086,0.998,0
2013-10-30,,,,18829,1.20037,0.995,0
2013-10-31,85,2.98246,0.0446429,20333,1.28483,1,60
2013-11-01,191,2.82963,0.239024,18676,1.17312,0.998,60
2013-11-04,,,,14897,0.923587,1,0
2013-11-05,239,3.70543,0.522541,15347,0.951486,1,60
2013-11-06,,,,13567,0.84113,0.998,0
2013-11-07,59,1.68571,0.146853,11744,0.737688,0.99,60
2013-11-08,89,0.735537,1.46269,14416,0.905528,0.99,60
2013-11-11,56,0.854962,0.0380228,16702,1.05539,1,60
2013-11-12,362,3.27602,0.313272,16347,1.03295,0.995,60
2013-11-13,,,,19513,1.23301,0.995,0
2013-11-14,236,1.74815,0.30563,22189,1.4021,1,60
2013-11-15,,,,17660,1.11592,0.998,0
2013-11-18,,,,12352,0.780512,0.998,0
2013-11-19,257,4.112,0.521912,19663,1.25354,1,60
2013-11-20,64,0.977099,0.10728,12694,0.809257,0.995,60
2013-11-21,291,1.90196,0.980597,23074,1.47099,1,60
2013-11-22,118,2.12613,0.161972,13605,0.867334,1,60
2013-11-25,165,3.9759,0.122535,23344,1.50757,1,60
2013-11-26,,,,15568,0.992477,1,0
2013-11-27,,,,10378,0.666709,1,0
2013-11-28,,,,15420,0.995835,0.995,0
2013-11-29,,,,11555,0.74623,0.993,0
2013-12-02,,,,14910,0.962898,1,0
2013-12-03,172,1.82979,0.204396,16338,1.05512,1,60
2013-12-04,150,2.27273,0.112766,13886,0.892072,0.998,60
2013-12-05,,,,17065,1.0963,1,0
2013-12-06,188,0.989474,1.15251,14767,0.940244,0.998,60
2013-12-09,,,,18854,1.20047,0.998,0
2013-12-10,145,3.67089,0.238193,11703,0.727324,0.998,60
2013-12-11,,,,18449,1.17468,1,0
2013-12-12,101,1.60317,0.414286,16106,1.00096,0.995,60
2013-12-13,254,4,0.563084,20348,1.25435,1,60
2013-12-16,84,1.54128,0.194861,18097,1.10736,1,60
2013-12-17,144,2.93878,0.108999,11811,0.719021,0.99,60
2013-12-18,255,4.28571,0.270588,17295,1.05828,1,60
2013-12-19,311,5.01613,0.734023,27351,1.66505,1,60
2013-12-20,,,,22875,1.38473,1,0
2013-12-23,209,3.00719,0.360862,14294,0.86528,1,60
2013-12-24,41,0.706897,0.389961,7563,0.457823,0.969,60
2013-12-26,28,0.651163,0.0285714,5149,0.311692,0.579,60
2013-12-27,29,0.637363,0.198433,13515,0.818124,0.995,60
2013-12-30,,,,16347,0.989558,1,0
2013-12-31,362,2.64234,1.96101,17036,1.03127,0.988,60
2014-01-02,,,,20990,1.26313,1,0
2014-01-03,188,3.51402,0.0674631,19354,1.14731,1,60
2014-01-06,283,1.32553,0.106716,19704,1.15563,0.998,60
2014-01-07,107,2.93151,0.0899705,15250,0.894402,1,60
2014-01-08,237,3.07792,0.341642,17935,1.05188,1,60
2014-01-09,197,2.27746,0.234828,15042,0.875553,0.995,60
2014-01-10,151,0.801061,1.50627,14903,0.867462,1,60
2014-01-13,,,,16492,0.967244,1,0
2014-01-14,226,2.07339,0.273743,11766,0.697492,1,60
2014-01-15,95,1.55738,0.071875,17391,1.04655,1,60
2014-01-16,80,1.34454,0.274869,13568,0.816489,0.998,60
2014-01-17,,,,14567,0.881806,0.995,0
2014-01-20,,,,18115,1.09795,1,0
2014-01-21,,,,13011,0.788593,0.998,0
2014-01-22,188,3.76,0.415225,12981,0.790584,0.998,60
2014-01-23,,,,20313,1.24261,1,0
2014-01-24,213,5.75676,0.129145,19178,1.17318,0.998,60
2014-01-27,,,,22995,1.40047,1,0
2014-01-28,178,2.73846,0.14087,17208,1.04802,1,60
2014-01-29,,,,14419,0.873217,0.998,0
2014-01-30,,,,20629,1.2493,1,0
2014-01-31,29,0.651685,0.078125,10942,0.659276,1,60
2014-02-03,123,2.05,0.22108,11933,0.726758,1,60
2014-02-04,86,1.86957,0.174263,12205,0.74662,1,60
2014-02-05,156,2.06623,0.421212,11855,0.725409,0.993,60
2014-02-06,90,1.73077,0.133803,8465,0.521822,0.995,60
2014-02-07,23,0.429907,0.0103704,14234,0.87745,0.998,60
2014-02-10,159,3.02857,0.148297,11573,0.713414,0.998,60
2014-02-11,270,1.44385,0.0862944,16508,1.01763,1,60
2014-02-12,241,3.07006,0.204451,16332,0.999358,0.998,60
2014-02-13,72,1.67442,0.231405,14505,0.887971,1,60
2014-02-14,78,2.22857,0.137466,20490,1.26333,1,60
2014-02-17,,,,23845,1.47019,0.995,0
2014-02-18,,,,21299,1.31321,1,0
2014-02-19,,,,16713,1.03046,0.995,0
2014-02-20,238,2.93827,0.375862,23484,1.44793,0.995,60
2014-02-21,56,0.746667,0.0478955,14861,0.909764,1,60
2014-02-24,97,2.81159,0.0865385,23871,1.47179,1,60
2014-02-25,293,1.29075,0.350174,21623,1.32372,1,60
2014-02-26,125,2.55102,0.0869565,17726,1.08515,0.995,60
2014-02-27,124,1.92248,0.223906,18674,1.14266,0.998,60
2014-02-28,197,3.9798,0.209647,19346,1.18378,0.998,60
2014-03-03,77,1.925,0.107244,27978,1.70395,1,60
2014-03-04,,,,18065,1.09485,1,0
2014-03-05,128,3.12195,0.101365,18523,1.11514,0.998,60
2014-03-06,106,2.07843,0.264368,12202,0.734596,1,60
2014-03-07,,,,16982,1.02237,1,0
2014-03-10,,,,19979,1.18587,0.976,0
2014-03-11,304,2.95146,0.279534,12450,0.738982,0.998,60
2014-03-12,174,3.37864,0.287324,20309,1.20546,1,60
2014-03-13,,,,17524,1.04015,0.998,0
2014-03-14,121,1.72857,0.0899654,14583,0.85737,0.998,60
2014-03-17,,,,18715,1.11085,1,0
2014-03-18,259,6.24096,0.111222,18069,1.06232,0.995,60
2014-03-19,55,1.3253,0.176912,17087,1.00459,1,60
2014-03-20,128,2.69474,0.15,19020,1.11479,1,60
2014-03-21,68,1.5814,0.21,12174,0.713536,0.998,60
2014-03-24,189,3.56604,0.295983,18042,1.06073,1,60
2014-03-25,248,3.90551,0.484888,19230,1.1271,0.995,60
2014-03-26,196,1.37063,0.177741,13845,0.811476,1,60
2014-03-27,124,2.78652,0.103286,13724,0.806867,1,60
2014-03-28,105,1.60305,0.166307,15147,0.899065,1,60
2014-03-31,149,3.725,0.288952,9756,0.579077,0.848,60
2014-04-01,,,,13113,0.778335,0.855,0
2014-04-02,,,,12958,0.769135,0.855,0
2014-04-03,55,1.30952,0.276753,10610,0.629767,0.85,60
2014-04-04,,,,9377,0.556581,0.857,0
2014-04-07,,,,7748,0.45989,0.86,0
2014-04-08,114,2.68235,0.093617,13929,0.82677,0.857,60
2014-04-09,,,,15253,0.905357,0.86,0
2014-04-10,173,3.42574,0.172566,15538,0.922273,0.852,60
2014-04-11,116,2.52174,0.13189,10040,0.595934,0.857,60
2014-04-14,173,3.2037,0.5,13475,0.799822,0.857,60
2014-04-15,,,,12072,0.716545,0.857,0
2014-04-16,273,6.5,0.132353,15198,0.902092,0.857,60
2014-04-17,114,2.85,0.289888,12437,0.73821,0.855,60
2014-04-18,,,,0,0,0,0
2014-04-21,,,,24530,1.456,0.886,0
2014-04-22,128,0.948148,0.121086,8809,0.517902,0.998,60
2014-04-23,87,1.91209,0.157658,13889,0.816568,1,60
2014-04-24,91,1.66972,0.0754258,12419,0.737142,1,60
2014-04-25,53,0.898305,0.188571,13441,0.809187,0.995,60
2014-04-28,,,,12965,0.785758,1,0
2014-04-29,,,,9164,0.558372,0.983,0
2014-04-30,93,1.87879,0.392638,9277,0.565257,0.993,60
2014-05-01,114,2.45161,0.193277,11726,0.745005,1,60
2014-05-02,183,1.1227,3.31003,7214,0.458337,0.993,60
2014-05-06,,,,0,0,0,0
2014-05-07,136,2.10853,0.235385,14752,0.93726,0.855,60
2014-05-08,311,2.40154,0.744939,13204,0.838908,0.995,60
2014-05-09,95,1.86275,0.398119,10241,0.682551,0.998,60
2014-05-12,,,,16789,1.11897,1,0
2014-05-13,,,,15529,1.03499,0.995,0
2014-05-14,,,,13121,0.8745,1,0
2014-05-15,,,,13821,0.921154,0.988,0
2014-05-16,121,1.96748,0.181564,13306,0.88683,0.998,60
2014-05-19,,,,16537,1.10217,1,0
2014-05-20,61,0.859155,0.152,15277,0.970615,0.998,60
2014-05-21,134,2.76289,0.167763,9741,0.64035,0.998,60
2014-05-22,,,,15009,1.00033,0.995,0
2014-05-23,,,,12016,0.804553,0.995,0
2014-05-26,,,,10602,0.720147,0.998,0
2014-05-27,,,,12280,0.834126,1,0
2014-05-28,124,1.13761,0.122494,18935,1.28617,1,60
2014-05-29,180,3.56436,0.178404,16189,1.09965,0.993,60
2014-05-30,64,1.18519,0.0929752,13666,0.915032,0.998,60
2014-06-02,23,0.613333,0.044335,10355,0.693338,0.995,60
2014-06-03,60,0.535714,0.0790816,12602,0.84379,0.998,60
2014-06-04,120,1.15385,0.157233,12771,0.855105,1,60
2014-06-05,303,3.6506,0.432526,12297,0.823368,0.986,60
2014-06-06,127,3.175,0.361991,8866,0.593639,0.99,60
2014-06-09,44,0.698413,0.127341,12410,0.830934,0.998,60
2014-06-10,42,1,0.0223714,10509,0.71383,1,60
2014-06-11,107,1.4965,0.177686,9898,0.680556,0.99,60
2014-06-12,148,2.9899,0.21466,9461,0.664583,0.99,60
2014-06-13,356,5.47692,0.759003,14837,1.06995,0.99,60
2014-06-16,122,2.14035,0.0758621,17919,1.2922,1,60
2014-06-17,247,1.61967,0.307381,13887,1.00144,1,60
2014-06-18,91,1.456,0.0876494,12758,0.920092,1,60
2014-06-19,121,2.49485,0.27762,12929,0.934649,0.998,60
2014-06-20,,,,19437,1.41129,1,0
2014-06-23,122,2.62366,0.0890688,16178,1.17466,1,60
2014-06-24,187,3.66667,0.305419,13925,1.01107,1,60
2014-06-25,86,1.13158,0.0406699,17099,1.24153,1,60
2014-06-26,,,,12599,0.914794,0.99,0
2014-06-27,,,,13181,0.962468,0.998,0
2014-06-30,,,,12464,0.919615,0.993,0
2014-07-01,,,,18522,1.38498,1,0
2014-07-02,126,1.6051,0.366071,13630,1.00564,0.998,60
2014-07-03,,,,12958,0.957334,0.998,0
2014-07-04,,,,10697,0.799865,1,0
2014-07-07,139,1.85333,0.170412,12127,0.906793,1,60
2014-07-08,53,1.10417,0.0612245,9638,0.727122,0.998,60
2014-07-09,224,3.70248,0.0895062,8912,0.675535,0.993,60
2014-07-10,262,3.63889,1.00409,11347,0.862824,0.993,60
2014-07-11,77,0.723005,0.220472,9674,0.741701,0.993,60
2014-07-14,,,,15660,1.20819,0.995,0
2014-07-15,156,1.91411,0.544715,10906,0.836157,0.993,60
2014-07-16,,,,12375,0.954751,0.993,0
2014-07-17,,,,10395,0.803106,0.998,0
2014-07-18,,,,13245,1.03074,1,0
2014-07-21,104,1.16201,0.0603774,10512,0.818054,0.99,60
2014-07-22,66,1.02326,0.0517799,5816,0.455639,0.988,60
2014-07-23,45,0.703125,0.117994,9673,0.762855,0.988,60
2014-07-24,49,2,0.037415,17083,1.34724,1,60
2014-07-25,,,,11529,0.909227,1,0
2014-07-28,93,3.32143,0.0753425,15847,1.24976,0.998,60
2014-07-29,163,2.10323,0.212963,7574,0.597319,0.993,60
2014-07-30,112,2.15385,0.29148,6063,0.481171,0.979,60
2014-07-31,33,0.594595,0.0858586,8068,0.640292,0.983,60
2014-08-01,189,1.56846,1.36641,9519,0.755446,1,60
2014-08-04,22,0.44,0.0620438,7980,0.633308,0.998,60
2014-08-05,130,1.48571,0.315385,5860,0.465061,0.99,60
2014-08-06,,,,8681,0.692734,0.986,0
2014-08-07,157,3.04854,0.224409,6656,0.531142,0.998,60
2014-08-08,199,4.975,0.103622,16208,1.30321,1,60
2014-08-11,,,,10991,0.883734,1,0
2014-08-12,,,,8362,0.674763,1,0
2014-08-13,96,2.02105,0.299401,8739,0.708414,0.998,60
2014-08-14,115,1.85484,0.484419,9792,0.796843,1,60
2014-08-15,68,1.28302,0.139423,8529,0.698898,1,60
2014-08-18,137,1.42708,0.195462,11205,0.918179,1,60
2014-08-19,234,1.47634,0.615917,8905,0.737688,1,60
2014-08-20,147,2.40984,0.43609,8011,0.677291,0.995,60
2014-08-21,113,2.30612,0.0602606,12261,1.07195,1,60
2014-08-22,183,1.98913,0.169811,5031,0.43985,0.998,60
2014-08-25,94,1.57983,0.162963,5032,0.446258,0.429,60
2014-08-26,168,1.68,0.109134,13761,1.22038,1,60
2014-08-27,78,1.44444,0.0905172,9009,0.798954,1,60
2014-08-28,28,1.24444,0.0277778,10060,0.89216,1,60
2014-08-29,189,1.74194,0.669935,9455,0.851955,1,60
2014-09-01,,,,6357,0.580627,0.995,0
2014-09-02,233,3.64062,0.437673,8369,0.764397,0.998,60
2014-09-03,178,3.82796,0.341176,11670,1.08974,1,60
2014-09-04,309,4.51095,0.412791,9864,0.900945,1,60
2014-09-05,,,,13707,1.27995,1,0
2014-09-08,,,,10418,0.951546,1,0
2014-09-09,64,1.18519,0.0638298,15212,1.38941,1,60
2014-09-10,74,1.184,0.0829146,15316,1.38007,1,60
2014-09-11,69,1.7037,0.0383481,13211,1.19039,1,60
2014-09-12,294,1.90909,0.276414,15299,1.37854,1,60
2014-09-15,,,,13426,1.20977,1,0
2014-09-16,,,,15056,1.35664,1,0
2014-09-17,,,,7177,0.646693,0.714,0
2014-09-18,,,,21707,1.95594,1,0
2014-09-19,318,3.29534,0.144101,20693,1.86457,0.857,60
2014-09-22,,,,20532,1.85006,1,0
2014-09-23,,,,15095,1.36015,1,0
2014-09-24,62,2.88372,0.0820106,15160,1.36601,1,60
2014-09-25,113,2.825,0.158129,12138,1.09371,1,60
2014-09-26,,,,17556,1.58191,1,0
2014-09-29,,,,17472,1.57434,1,0
2014-09-30,226,5.25581,0.895782,13742,1.23824,1,60
2014-10-01,,,,18355,1.6539,1,0
2014-10-02,,,,17726,1.59722,1,0
2014-10-03,,,,11148,1.00451,1,0
2014-10-06,,,,17501,1.58101,1,0
2014-10-07,158,2.25714,0.320665,11953,1.06948,1,60
2014-10-08,135,2.28814,0.079258,13235,1.17373,1,60
2014-10-09,51,1.36,0.0224719,14406,1.26735,1,60
2014-10-10,142,1.76398,0.199074,14286,1.2316,1,60
2014-10-13,153,4.08,0.130508,17306,1.49196,1,60
2014-10-14,135,1.71975,0.212707,16998,1.46541,1,60
2014-10-15,,,,18995,1.60818,1,0
2014-10-16,,,,25132,2.12776,1,0
2014-10-17,16,0.444444,0.0942029,15258,1.2667,1,60
2014-10-20,,,,14323,1.18907,0.998,0
2014-10-21,250,4.58716,0.547284,15197,1.24571,1,60
2014-10-22,,,,9608,0.754397,1,0
2014-10-23,236,2.82635,0.298851,11642,0.914102,1,60
2014-10-24,,,,15324,1.25612,1,0
2014-10-27,,,,11610,0.911589,1,0
2014-10-28,,,,26733,2.19132,1,0
2014-10-29,125,1.68919,0.156522,8976,0.704774,1,60
2014-10-30,205,7.73585,0.164127,20280,1.59234,0.998,60
2014-10-31,173,7.20833,0.0295683,30016,2.26998,1,60
2014-11-03,,,,18718,1.40415,1,0
2014-11-04,,,,20254,1.49294,1,0
2014-11-05,265,6.625,0.219419,24759,1.804,1,60
2014-11-06,,,,29083,2.1149,1,0
2014-11-07,,,,24641,1.75712,1,0
2014-11-10,,,,33387,2.38079,1,0
2014-11-11,,,,26240,1.83439,1,0
2014-11-12,137,3.34146,0.104012,25535,1.77765,1,60
2014-11-13,,,,27387,1.85914,1,0
2014-11-14,79,1.21538,0.0541872,20357,1.35034,1,60
2014-11-17,,,,35868,2.37105,1,0
2014-11-18,113,1.96522,0.228916,17219,1.13443,1,60
2014-11-19,175,2.41379,0.329268,22503,1.48002,1,60
2014-11-20,,,,29757,1.9532,1,0
2014-11-21,118,2.43299,0.258575,23053,1.50885,1,60
2014-11-24,,,,17293,1.12971,1,0
2014-11-25,196,2.34731,0.370741,21032,1.37285,1,60
2014-11-26,,,,9746,0.603057,1,0
2014-11-27,,,,25459,1.57534,1,0
2014-11-28,146,2.37398,0.0320088,20823,1.28847,1,60
2014-12-01,,,,36453,2.25562,0.955,0
2014-12-02,,,,24779,1.53326,1,0
2014-12-03,136,2.125,0.154263,18718,1.09408,1,60
2014-12-04,287,1.86971,0.259921,15638,0.906236,1,60
2014-12-05,58,1.05455,0.044289,13280,0.769587,1,60
2014-12-08,,,,13555,0.785524,1,0
2014-12-09,61,1.07965,0.124717,21378,1.23887,1,60
2014-12-10,90,2.90323,0.0379747,24928,1.43409,1,60
2014-12-11,,,,26472,1.51385,1,0
2014-12-12,,,,18813,1.07328,1,0
2014-12-15,202,2.21978,0.123606,17934,1.01661,0.998,60
2014-12-16,421,3.23846,0.400922,18820,1.05552,1,60
2014-12-17,187,2.46053,0.386161,14911,0.821792,0.998,60
2014-12-18,,,,15949,0.878999,1,0
2014-12-19,88,1.06667,0.109339,17243,0.967078,1,60
2014-12-22,317,2.36567,0.666052,13852,0.785216,1,60
2014-12-23,,,,14562,0.825463,0.986,0
2014-12-24,100,0.564972,0.196305,9177,0.520209,1,60
2014-12-26,,,,13866,0.78601,0.998,0
2014-12-29,,,,14495,0.821665,1,0
2014-12-30,,,,21186,1.20095,1,0
2014-12-31,,,,10412,0.58396,1,0
2015-01-02,213,2.93793,0.487129,8121,0.455468,0.995,60
2015-01-05,283,1.88667,0.157895,20865,1.17022,1,60
2015-01-06,137,3.425,0.144615,14813,0.830791,1,60
2015-01-07,,,,17946,1.0129,1,0
2015-01-08,55,0.514019,0.031881,15345,0.855351,1,60
2015-01-09,57,0.662791,0.0372881,13990,0.779822,1,60
2015-01-12,,,,19712,1.09877,1,0
2015-01-13,251,2.65608,0.310312,22700,1.23827,1,60
2015-01-14,404,2.26331,0.389064,27534,1.47099,1,60
2015-01-15,232,3.56923,0.270833,21869,1.16538,1,60
2015-01-16,231,1.85542,0.163447,20621,1.0959,0.998,60
2015-01-19,,,,19173,1.01895,1,0
2015-01-20,163,3.19608,0.192744,18376,0.97659,1,60
2015-01-21,160,3.07692,0.0895765,27090,1.44361,1,60
2015-01-22,492,3.631,0.75,16407,0.871947,1,60
2015-01-23,,,,22147,1.177,1,0
2015-01-26,,,,23455,1.21743,1,0
2015-01-27,,,,23099,1.15593,1,0
2015-01-28,,,,17524,0.864657,1,0
2015-01-29,136,1.66871,0.124839,21443,1.05803,1,60
2015-01-30,,,,16247,0.799616,1,0
2015-02-02,,,,22019,1.08645,1,0
2015-02-03,41,0.550336,0.124711,20626,1.01513,1,60
2015-02-04,,,,24617,1.20147,1,0
2015-02-05,,,,20903,1.02021,1,0
2015-02-06,247,1.94488,0.313178,17155,0.831818,1,60
2015-02-09,,,,19040,0.923219,1,0
2015-02-10,113,1.55862,0.0735736,18828,0.918932,0.857,60
2015-02-11,189,1.20382,0.167308,13852,0.67607,1,60
2015-02-13,,,,0,0,0,0
2015-02-16,,,,15378,0.750549,1,0
2015-02-17,104,2.01942,0.0682111,15142,0.739031,1,60
2015-02-18,117,1.8,0.0952381,9384,0.468392,1,60
2015-02-19,271,2.15079,0.211538,10513,0.542578,1,60
2015-02-20,153,2.05369,0.684211,12730,0.672478,1,60
2015-02-23,144,1.59116,0.44697,14002,0.744134,1,60
2015-02-24,128,2.41509,0.0938338,11713,0.624177,1,60
2015-02-25,157,1.18491,0.0789755,19889,1.07236,1,60
2015-02-26,94,1.52846,0.0543319,18832,1.01537,1,60
2015-02-27,137,3.04444,0.162983,14662,0.790532,1,60
2015-03-02,90,2.04545,0.0422535,22197,1.1968,1,60
2015-03-03,,,,25168,1.35698,1,0
2015-03-04,144,2.44068,0.143369,14571,0.785626,1,60
2015-03-05,120,1.93548,0.103741,13557,0.74649,0.998,60
2015-03-06,78,1.10638,0.141643,13751,0.757172,1,60
2015-03-09,121,0.814815,0.14,16831,0.938183,1,60
2015-03-10,220,5.2381,0.081138,20819,1.16048,1,60
2015-03-11,67,1.11667,0.151042,15703,0.875307,1,60
2015-03-12,73,0.67907,0.0339181,17693,0.997969,1,60
2015-03-13,215,1.6996,0.138821,11762,0.660286,1,60
2015-03-16,,,,18639,1.04634,1,0
2015-03-17,28,0.411765,0.0821355,13308,0.741806,1,60
2015-03-18,55,0.909091,0.0645833,14770,0.829146,0.998,60
2015-03-19,,,,25375,1.44107,1,0
2015-03-20,133,1.64198,0.117647,13862,0.787233,0.998,60
2015-03-23,300,2.52101,0.184887,18316,1.05364,1,60
2015-03-24,158,2.24113,0.13963,13188,0.75865,1,60
2015-03-25,73,1.2807,0.125612,14042,0.816443,1,60
2015-03-26,125,2.03252,0.123924,16783,0.975813,0.998,60
2015-03-27,,,,11360,0.660504,1,0
2015-03-30,213,3.90826,0.219718,14164,0.83352,1,60
2015-03-31,71,1.01429,0.0478036,18832,1.10822,1,60
2015-04-01,57,1.00885,0.131661,14692,0.847314,1,60
2015-04-02,142,2.51327,0.255892,13385,0.771937,1,60
2015-04-03,,,,0,0,0,0
2015-04-06,85,1.15646,0.0477002,15984,0.940623,1,60
2015-04-07,,,,13878,0.816689,1,0
2015-04-08,272,3.25749,0.744792,11580,0.681457,1,60
2015-04-09,80,1.68421,0.104286,11016,0.648267,1,60
2015-04-10,,,,10440,0.62117,1,0
2015-04-13,,,,15204,0.904623,1,0
2015-04-14,141,2.96842,0.261838,13829,0.833323,1,60
2015-04-15,99,1.67797,0.30787,12948,0.780235,1,60
2015-04-16,201,3.40678,0.301189,21324,1.28497,1,60
2015-04-17,82,1.69072,0.26799,12032,0.725038,1,60
2015-04-20,163,3.04673,0.124675,16189,0.975535,1,60
2015-04-21,,,,12328,0.755068,1,0
2015-04-22,88,1.22222,0.0548628,14004,0.85772,1,60
2015-04-23,,,,17739,1.09378,0.998,0
2015-04-24,101,1.18129,0.382184,11463,0.706807,1,60
2015-04-27,,,,17398,1.08153,1,0
2015-04-28,150,2.01342,0.375394,15874,0.98679,1,60
2015-04-29,292,2.21212,0.401993,11410,0.716304,1,60
2015-04-30,228,3.96522,0.212062,17016,1.07775,1,60
2015-05-01,25,0.657895,0.0346021,10815,0.684992,1,60
2015-05-04,,,,17837,1.15424,1,0
2015-05-05,53,0.946429,0.109467,14296,0.925098,1,60
2015-05-06,133,2.77083,0.195181,12020,0.792197,1,60
2015-05-07,171,2.23529,0.118033,12656,0.834113,1,60
2015-05-08,,,,14485,0.968508,1,0
2015-05-11,283,2.91753,0.572614,15106,1.02546,1,60
2015-05-12,54,1.52113,0.2,12533,0.850791,1,60
2015-05-13,135,2.52336,0.198758,15417,1.05042,1,60
2015-05-14,108,2.16,0.176292,13966,0.951557,1,60
2015-05-15,147,1.03158,0.112329,16351,1.11867,1,60
2015-05-18,166,3.28713,0.545455,12642,0.864913,0.979,60
2015-05-19,,,,18197,1.24496,1,0
2015-05-20,101,2.0404,0.291667,7797,0.533438,1,60
2015-05-21,94,0.878505,0.187629,12041,0.828813,0.995,60
2015-05-22,347,2.37671,0.590062,9076,0.624725,1,60
2015-05-25,,,,9476,0.652258,1,0
2015-05-26,6,0.179104,0.00662252,10811,0.744149,0.998,60
2015-05-27,143,2.42373,0.549724,13340,0.918227,0.995,60
2015-05-28,125,2.55102,0.486056,17557,1.20849,0.998,60
2015-05-29,79,0.831579,0.239726,13117,0.89741,1,60
2015-06-01,,,,19620,1.3505,1,0
2015-06-02,,,,14671,1.00984,1,0
2015-06-03,,,,12629,0.869287,1,0
2015-06-04,68,0.786127,0.0813953,15540,1.07988,1,60
2015-06-05,94,1.45736,0.237668,15237,1.05882,1,60
2015-06-08,,,,24123,1.67631,1,0
2015-06-09,174,0.97479,0.137218,15694,1.07655,1,60
2015-06-10,151,3.02,0.0898876,20486,1.39536,1,60
2015-06-11,,,,16714,1.13844,1,0
2015-06-12,69,1.22124,0.22449,14942,1.01774,1,60
2015-06-15,119,1.26596,0.196429,22210,1.51279,0.998,60
2015-06-16,169,2.56061,0.120219,19914,1.3564,1,60
2015-06-17,79,2.92593,0.0756579,13793,0.936325,0.998,60
2015-06-18,45,0.775862,0.0309278,20514,1.39727,1,60
2015-06-19,73,1.12308,0.143284,19658,1.33446,1,60
2015-06-22,,,,17855,1.20503,0.998,0
2015-06-23,70,1.01449,0.1875,18453,1.24539,1,60
2015-06-24,128,1.53293,0.470948,13702,0.912007,1,60
2015-06-25,80,1.46789,0.100295,13055,0.881083,1,60
2015-06-26,128,1.57055,0.316017,16473,1.11176,1,60
2015-06-29,,,,35434,2.35849,1,0
2015-06-30,109,1.91228,0.0478261,20223,1.34605,1,60
2015-07-01,42,0.591549,0.203252,16481,1.0875,0.607,60
2015-07-02,70,0.992908,0.312169,15721,1.03735,1,60
2015-07-03,,,,18798,1.23504,1,0
2015-07-06,,,,27185,1.78608,0.995,0
2015-07-07,,,,16031,1.05325,1,0
2015-07-08,151,3.08163,0.145098,28597,1.86579,1,60
2015-07-09,,,,29432,1.90148,1,0
2015-07-10,129,1.76712,0.0989011,23275,1.5037,1,60
2015-07-13,,,,24088,1.54242,1,0
2015-07-14,14,0.388889,0.0353982,16740,1.06573,1,60
2015-07-15,62,1.05983,0.113744,14907,0.94363,1,60
2015-07-16,130,2.06349,0.172107,18935,1.19861,0.998,60
2015-07-17,96,1.56098,0.118227,14482,0.90782,1,60
2015-07-20,,,,45785,2.87008,1,0
2015-07-21,,,,30985,1.94233,1,0
2015-07-22,253,4.55856,0.0810556,30827,1.93242,1,60
2015-07-23,296,3.05155,0.229508,24281,1.49966,1,60
2015-07-24,,,,32661,2.01723,1,0
2015-07-27,250,1.88679,0.159509,32438,1.97648,1,60
2015-07-28,200,3.00752,0.326733,24845,1.51383,1,60
2015-07-29,116,2.16822,0.198142,20989,1.26489,1,60
2015-07-30,173,1.9116,0.0956938,19442,1.16231,1,60
2015-07-31,118,2.56522,0.0570902,20843,1.24607,0.998,60
2015-08-03,117,1.54967,0.19708,23832,1.38974,1,60
