# h0_dcfeat v2 (+os_canon SE M4; v1 faff68a3 superseded) | delta=0.5*asian_width ex-ante | window 08:00→close(j) | DC def verified from arXiv 0809.1040 full text | reads day_facts date/status/traded/entry_time/dir + h0_features asian_width ONLY
date,dc_mode_aligned,os_units,os_canon,n_dc,dc_state,dc_state_canon
2012-04-11,1,0.2159,0.2359,1,FRESH,FRESH
2012-04-12,1,2.3045,2.3455,9,EXTENDED,EXTENDED
2012-04-13,1,0.3891,0.6887,1,FRESH,FRESH
2012-04-16,-1,,,0,UNDEF,UNDEF
2012-04-17,-1,,,0,UNDEF,UNDEF
2012-04-18,1,1.9274,1.9685,2,MID,MID
2012-04-19,1,2.1937,2.2654,2,EXTENDED,EXTENDED
2012-04-20,1,1.6659,1.8067,4,MID,MID
2012-04-23,1,0.4348,0.5536,1,FRESH,FRESH
2012-04-24,-1,,,0,UNDEF,UNDEF
2012-04-25,1,0.3401,0.5789,1,FRESH,FRESH
2012-04-26,-1,,,0,UNDEF,UNDEF
2012-04-27,1,2.0621,2.2768,6,EXTENDED,EXTENDED
2012-04-30,-1,,,0,UNDEF,UNDEF
2012-05-01,1,3.6075,3.7312,4,EXTENDED,EXTENDED
2012-05-02,0,2.5157,2.5433,4,OPPOSED,OPPOSED
2012-05-03,-1,,,0,UNDEF,UNDEF
2012-05-04,-1,,,0,UNDEF,UNDEF
2012-05-07,1,1.1866,1.2653,4,MID,MID
2012-05-08,-1,,,0,UNDEF,UNDEF
2012-05-09,-1,,,0,UNDEF,UNDEF
2012-05-10,1,0.9944,1.1887,1,FRESH,MID
2012-05-11,-1,,,0,UNDEF,UNDEF
2012-05-14,1,0.0000,0.0395,1,FRESH,FRESH
2012-05-15,-1,,,0,UNDEF,UNDEF
2012-05-16,-1,,,0,UNDEF,UNDEF
2012-05-17,,,,,,
2012-05-18,1,1.8670,1.9015,8,MID,MID
2012-05-21,,,,,,
2012-05-22,,,,,,
2012-05-23,-1,,,0,UNDEF,UNDEF
2012-05-24,-1,,,0,UNDEF,UNDEF
2012-05-25,,,,,,
2012-05-28,-1,,,0,UNDEF,UNDEF
2012-05-29,1,0.3355,0.4348,1,FRESH,FRESH
2012-05-30,1,1.7146,1.7474,3,MID,MID
2012-05-31,1,1.8604,2.0377,17,MID,EXTENDED
2012-06-01,1,0.7929,0.8410,1,FRESH,FRESH
2012-06-04,1,0.0000,0.0695,1,FRESH,FRESH
2012-06-05,,,,,,
2012-06-06,1,0.0000,0.7089,1,FRESH,FRESH
2012-06-07,1,1.4005,1.7277,5,MID,MID
2012-06-08,,,,,,
2012-06-11,1,0.2003,0.2096,1,FRESH,FRESH
2012-06-12,1,0.2172,0.2934,2,FRESH,FRESH
2012-06-13,1,0.7525,0.8020,4,FRESH,FRESH
2012-06-14,1,0.7267,0.7312,2,FRESH,FRESH
2012-06-15,1,0.0000,0.5188,1,FRESH,FRESH
2012-06-18,,,,,,
2012-06-19,1,0.0000,0.2000,1,FRESH,FRESH
2012-06-20,1,0.7719,0.7982,2,FRESH,FRESH
2012-06-21,1,0.5691,0.5722,1,FRESH,FRESH
2012-06-22,1,0.0000,0.1372,1,FRESH,FRESH
2012-06-25,1,0.4092,0.4989,1,FRESH,FRESH
2012-06-26,,,,,,
2012-06-27,-1,,,0,UNDEF,UNDEF
2012-06-28,1,0.6888,0.7495,1,FRESH,FRESH
2012-06-29,,,,,,
2012-07-02,1,0.2467,0.5086,5,FRESH,FRESH
2012-07-03,-1,,,0,UNDEF,UNDEF
2012-07-04,,,,,,
2012-07-05,1,0.0000,0.4239,6,FRESH,FRESH
2012-07-06,1,0.0000,0.2446,1,FRESH,FRESH
2012-07-09,,,,,,
2012-07-10,1,0.0000,0.0171,1,FRESH,FRESH
2012-07-11,,,,,,
2012-07-12,-1,,,0,UNDEF,UNDEF
2012-07-13,,,,,,
2012-07-16,1,0.2963,0.4097,4,FRESH,FRESH
2012-07-17,1,0.9391,0.9543,1,FRESH,FRESH
2012-07-18,-1,,,0,UNDEF,UNDEF
2012-07-19,,,,,,
2012-07-20,1,0.7135,0.7817,1,FRESH,FRESH
2012-07-23,0,0.2396,0.2595,10,OPPOSED,OPPOSED
2012-07-24,1,0.7433,0.8289,1,FRESH,FRESH
2012-07-25,1,0.9701,1.0928,2,FRESH,MID
2012-07-26,-1,,,0,UNDEF,UNDEF
2012-07-27,-1,,,0,UNDEF,UNDEF
2012-07-30,,,,,,
2012-07-31,1,1.8458,1.8565,2,MID,MID
2012-08-01,1,1.3741,1.8471,6,MID,MID
2012-08-02,1,2.4725,2.4908,5,EXTENDED,EXTENDED
2012-08-03,1,4.9555,5.5875,10,EXTENDED,EXTENDED
2012-08-06,-1,,,0,UNDEF,UNDEF
2012-08-07,1,0.7813,0.7838,2,FRESH,FRESH
2012-08-08,,,,,,
2012-08-09,,,,,,
2012-08-10,,,,,,
2012-08-13,1,0.5492,0.6305,2,FRESH,FRESH
2012-08-14,1,1.2864,1.4909,4,MID,MID
2012-08-15,1,1.3902,1.4238,1,MID,MID
2012-08-16,-1,,,0,UNDEF,UNDEF
2012-08-17,-1,,,0,UNDEF,UNDEF
2012-08-20,-1,,,0,UNDEF,UNDEF
2012-08-21,-1,,,0,UNDEF,UNDEF
2012-08-22,-1,,,0,UNDEF,UNDEF
2012-08-23,-1,,,0,UNDEF,UNDEF
2012-08-24,1,1.2894,1.3407,8,MID,MID
2012-08-27,,,,,,
2012-08-28,,,,,,
2012-08-29,,,,,,
2012-08-30,1,3.1926,3.2005,8,EXTENDED,EXTENDED
2012-08-31,1,3.8889,4.9111,8,EXTENDED,EXTENDED
2012-09-03,1,1.1449,1.1581,4,MID,MID
2012-09-04,1,1.5000,1.7135,4,MID,MID
2012-09-05,,,,,,
2012-09-06,1,0.0000,0.0171,1,FRESH,FRESH
2012-09-07,1,2.3525,2.5120,1,EXTENDED,EXTENDED
2012-09-10,,,,,,
2012-09-11,1,0.6762,0.7632,2,FRESH,FRESH
2012-09-12,-1,,,0,UNDEF,UNDEF
2012-09-13,1,5.7143,5.8779,11,EXTENDED,EXTENDED
2012-09-14,,,,,,
2012-09-17,,,,,,
2012-09-18,,,,,,
2012-09-19,-1,,,0,UNDEF,UNDEF
2012-09-20,0,0.3753,0.3798,4,OPPOSED,OPPOSED
2012-09-21,1,-0.1124,-0.1005,1,FRESH,FRESH
2012-09-24,-1,,,0,UNDEF,UNDEF
2012-09-25,-1,,,0,UNDEF,UNDEF
2012-09-26,1,1.0383,1.1917,2,MID,MID
2012-09-27,,,,,,
2012-09-28,-1,,,0,UNDEF,UNDEF
2012-10-01,1,0.6162,0.6560,1,FRESH,FRESH
2012-10-02,1,1.2249,1.2731,2,MID,MID
2012-10-03,-1,,,0,UNDEF,UNDEF
2012-10-04,1,0.0000,0.0217,1,FRESH,FRESH
2012-10-05,,,,,,
2012-10-08,,,,,,
2012-10-09,1,0.7049,0.7187,1,FRESH,FRESH
2012-10-10,1,0.3962,0.4248,1,FRESH,FRESH
2012-10-11,,,,,,
2012-10-12,1,0.2177,0.2562,3,FRESH,FRESH
2012-10-15,1,0.2943,0.3311,2,FRESH,FRESH
2012-10-16,,,,,,
2012-10-17,1,2.1302,2.1683,4,EXTENDED,EXTENDED
2012-10-18,,,,,,
2012-10-19,-1,,,0,UNDEF,UNDEF
2012-10-22,,,,,,
2012-10-23,-1,,,0,UNDEF,UNDEF
2012-10-24,1,0.0000,0.0579,1,FRESH,FRESH
2012-10-25,,,,,,
2012-10-26,,,,,,
2012-10-29,,,,,,
2012-10-30,,,,,,
2012-10-31,,,,,,
2012-11-01,-1,,,0,UNDEF,UNDEF
2012-11-02,-1,,,0,UNDEF,UNDEF
2012-11-05,1,0.1502,0.2416,1,FRESH,FRESH
2012-11-06,,,,,,
2012-11-07,-1,,,0,UNDEF,UNDEF
2012-11-08,1,0.3246,0.4469,2,FRESH,FRESH
2012-11-09,1,1.9127,1.9795,6,MID,MID
2012-11-12,1,0.5139,0.5332,4,FRESH,FRESH
2012-11-13,1,1.8689,1.8926,3,MID,MID
2012-11-14,1,0.6708,0.6833,1,FRESH,FRESH
2012-11-15,1,0.8725,0.8725,3,FRESH,FRESH
2012-11-16,1,0.4429,0.6179,2,FRESH,FRESH
2012-11-19,,,,,,
2012-11-20,-1,,,0,UNDEF,UNDEF
2012-11-21,,,,,,
2012-11-22,,,,,,
2012-11-23,-1,,,0,UNDEF,UNDEF
2012-11-26,,,,,,
2012-11-27,,,,,,
2012-11-28,-1,,,0,UNDEF,UNDEF
2012-11-29,-1,,,0,UNDEF,UNDEF
2012-11-30,1,1.2566,1.2644,3,MID,MID
2012-12-03,1,1.3167,1.4649,3,MID,MID
2012-12-04,1,0.1470,0.2201,1,FRESH,FRESH
2012-12-05,1,1.5334,1.8886,4,MID,MID
2012-12-06,-1,,,0,UNDEF,UNDEF
2012-12-07,1,2.0041,2.6367,8,EXTENDED,EXTENDED
2012-12-10,-1,,,0,UNDEF,UNDEF
2012-12-11,1,0.5561,0.6358,1,FRESH,FRESH
2012-12-12,1,0.0000,0.2493,1,FRESH,FRESH
2012-12-13,-1,,,0,UNDEF,UNDEF
2012-12-14,1,0.2881,0.5581,4,FRESH,FRESH
2012-12-17,-1,,,0,UNDEF,UNDEF
2012-12-18,,,,,,
2012-12-19,1,1.0754,1.1246,3,MID,MID
2012-12-20,1,1.1478,1.3304,6,MID,MID
2012-12-21,,,,,,
2012-12-24,,,,,,
2012-12-26,,,,,,
2012-12-27,,,,,,
2012-12-28,,,,,,
2012-12-31,,,,,,
2013-01-02,-1,,,0,UNDEF,UNDEF
2013-01-03,,,,,,
2013-01-04,-1,,,0,UNDEF,UNDEF
2013-01-07,1,0.8357,0.8732,1,FRESH,FRESH
2013-01-08,,,,,,
2013-01-09,-1,,,0,UNDEF,UNDEF
2013-01-10,1,0.0000,0.0169,1,FRESH,FRESH
2013-01-11,1,2.5529,2.7412,2,EXTENDED,EXTENDED
2013-01-14,,,,,,
2013-01-15,1,0.0000,0.1941,1,FRESH,FRESH
2013-01-16,1,0.0805,0.0872,1,FRESH,FRESH
2013-01-17,1,0.3333,0.4054,1,FRESH,FRESH
2013-01-18,-1,,,0,UNDEF,UNDEF
2013-01-21,,,,,,
2013-01-22,1,1.6214,1.6883,6,MID,MID
2013-01-23,,,,,,
2013-01-24,1,0.3695,0.4365,2,FRESH,FRESH
2013-01-25,1,1.2787,1.3333,3,MID,MID
2013-01-28,1,1.5072,1.6304,2,MID,MID
2013-01-29,,,,,,
2013-01-30,-1,,,0,UNDEF,UNDEF
2013-01-31,,,,,,
2013-02-01,,,,,,
2013-02-04,,,,,,
2013-02-05,-1,,,0,UNDEF,UNDEF
2013-02-06,,,,,,
2013-02-07,1,5.9322,6.0763,8,EXTENDED,EXTENDED
2013-02-08,1,1.4115,1.4938,3,MID,MID
2013-02-11,1,1.4045,1.6278,1,MID,MID
2013-02-12,1,0.2623,0.4328,1,FRESH,FRESH
2013-02-13,-1,,,0,UNDEF,UNDEF
2013-02-14,1,0.6341,0.8492,3,FRESH,FRESH
2013-02-15,1,0.4842,0.5193,1,FRESH,FRESH
2013-02-18,1,0.6450,0.6880,1,FRESH,FRESH
2013-02-19,1,0.4572,0.8813,4,FRESH,FRESH
2013-02-20,1,0.7701,0.7969,1,FRESH,FRESH
2013-02-21,,,,,,
2013-02-22,1,1.0357,1.0425,1,MID,MID
2013-02-25,0,0.2052,0.2209,2,OPPOSED,OPPOSED
2013-02-26,1,1.7263,1.8645,2,MID,MID
2013-02-27,,,,,,
2013-02-28,1,0.0000,0.1814,1,FRESH,FRESH
2013-03-01,1,0.5299,0.6617,1,FRESH,FRESH
2013-03-04,-1,,,0,UNDEF,UNDEF
2013-03-05,1,1.6815,1.7111,4,MID,MID
2013-03-06,1,0.5984,0.6220,1,FRESH,FRESH
2013-03-07,,,,,,
2013-03-08,1,2.2206,2.2402,2,EXTENDED,EXTENDED
2013-03-11,,,,,,
2013-03-12,1,0.2335,0.2335,1,FRESH,FRESH
2013-03-13,1,2.3492,2.9444,7,EXTENDED,EXTENDED
2013-03-14,,,,,,
2013-03-15,0,-0.3413,-0.2788,2,OPPOSED,OPPOSED
2013-03-18,1,0.1661,0.3077,1,FRESH,FRESH
2013-03-19,1,2.0513,2.2214,5,EXTENDED,EXTENDED
2013-03-20,1,0.0000,0.0056,1,FRESH,FRESH
2013-03-21,-1,,,0,UNDEF,UNDEF
2013-03-22,,,,,,
2013-03-25,1,0.7401,0.8072,1,FRESH,FRESH
2013-03-26,1,0.1843,0.1960,1,FRESH,FRESH
2013-03-27,1,0.1818,0.2182,1,FRESH,FRESH
2013-03-28,,,,,,
2013-04-01,,,,,,
2013-04-02,,,,,,
2013-04-03,1,1.2555,1.2762,2,MID,MID
2013-04-04,1,0.5028,0.5061,1,FRESH,FRESH
2013-04-05,,,,,,
2013-04-08,,,,,,
2013-04-09,1,0.8855,0.9389,2,FRESH,FRESH
2013-04-10,1,0.3390,0.3511,1,FRESH,FRESH
2013-04-11,,,,,,
2013-04-12,1,1.9229,2.0567,2,MID,EXTENDED
2013-04-15,1,0.0000,0.0691,1,FRESH,FRESH
2013-04-16,,,,,,
2013-04-17,,,,,,
2013-04-18,,,,,,
2013-04-19,-1,,,0,UNDEF,UNDEF
2013-04-22,-1,,,0,UNDEF,UNDEF
2013-04-23,,,,,,
2013-04-24,-1,,,0,UNDEF,UNDEF
2013-04-25,-1,,,0,UNDEF,UNDEF
2013-04-26,,,,,,
2013-04-29,1,0.0000,0.3254,1,FRESH,FRESH
2013-04-30,1,3.1840,3.2107,2,EXTENDED,EXTENDED
2013-05-01,,,,,,
2013-05-02,,,,,,
2013-05-03,-1,,,0,UNDEF,UNDEF
2013-05-06,,,,,,
2013-05-07,1,0.1545,0.1634,1,FRESH,FRESH
2013-05-08,,,,,,
2013-05-09,,,,,,
2013-05-10,1,1.0629,1.0738,1,MID,MID
2013-05-13,,,,,,
2013-05-14,1,0.7408,0.7427,1,FRESH,FRESH
2013-05-15,1,0.0000,0.1028,1,FRESH,FRESH
2013-05-16,1,0.9482,0.9561,1,FRESH,FRESH
2013-05-17,1,0.4718,0.5400,2,FRESH,FRESH
2013-05-20,,,,,,
2013-05-21,-1,,,0,UNDEF,UNDEF
2013-05-22,1,0.3482,0.4189,1,FRESH,FRESH
2013-05-23,,,,,,
2013-05-24,,,,,,
2013-05-27,-1,,,0,UNDEF,UNDEF
2013-05-28,,,,,,
2013-05-29,,,,,,
2013-05-30,-1,,,0,UNDEF,UNDEF
2013-05-31,,,,,,
2013-06-03,,,,,,
2013-06-04,,,,,,
2013-06-05,1,0.8228,0.9869,1,FRESH,FRESH
2013-06-06,-1,,,0,UNDEF,UNDEF
2013-06-07,,,,,,
2013-06-10,1,0.6176,0.6333,1,FRESH,FRESH
2013-06-11,-1,,,0,UNDEF,UNDEF
2013-06-12,-1,,,0,UNDEF,UNDEF
2013-06-13,,,,,,
2013-06-14,0,-0.0198,0.1621,4,OPPOSED,OPPOSED
2013-06-17,,,,,,
2013-06-18,-1,,,0,UNDEF,UNDEF
2013-06-19,,,,,,
2013-06-20,1,0.0000,0.2107,1,FRESH,FRESH
2013-06-21,,,,,,
2013-06-24,-1,,,0,UNDEF,UNDEF
2013-06-25,1,0.9246,1.0643,2,FRESH,MID
2013-06-26,-1,,,0,UNDEF,UNDEF
2013-06-27,,,,,,
2013-06-28,,,,,,
2013-07-01,1,0.3372,0.3728,2,FRESH,FRESH
2013-07-02,1,0.0000,0.3621,1,FRESH,FRESH
2013-07-03,1,0.3689,0.4071,4,FRESH,FRESH
2013-07-04,,,,,,
2013-07-05,0,1.7795,1.7841,4,OPPOSED,OPPOSED
2013-07-08,,,,,,
2013-07-09,-1,,,0,UNDEF,UNDEF
2013-07-10,1,1.0755,1.0990,3,MID,MID
2013-07-11,-1,,,0,UNDEF,UNDEF
2013-07-12,,,,,,
2013-07-15,,,,,,
2013-07-16,1,0.6389,0.7340,1,FRESH,FRESH
2013-07-17,1,2.2581,3.2581,4,EXTENDED,EXTENDED
2013-07-18,,,,,,
2013-07-19,1,0.4317,0.4519,2,FRESH,FRESH
2013-07-22,-1,,,0,UNDEF,UNDEF
2013-07-23,,,,,,
2013-07-24,,,,,,
2013-07-25,1,0.8214,0.8736,3,FRESH,FRESH
2013-07-26,,,,,,
2013-07-29,-1,,,0,UNDEF,UNDEF
2013-07-30,0,0.3556,0.4012,2,OPPOSED,OPPOSED
2013-07-31,,,,,,
2013-08-01,1,0.5275,0.6174,2,FRESH,FRESH
2013-08-02,-1,,,0,UNDEF,UNDEF
2013-08-05,1,0.4885,0.5010,1,FRESH,FRESH
2013-08-06,-1,,,0,UNDEF,UNDEF
2013-08-07,,,,,,
2013-08-08,1,0.0308,0.2830,2,FRESH,FRESH
2013-08-09,,,,,,
2013-08-12,1,0.0000,0.3776,2,FRESH,FRESH
2013-08-13,1,0.6170,0.6399,1,FRESH,FRESH
2013-08-14,,,,,,
2013-08-15,1,4.4326,4.4354,2,EXTENDED,EXTENDED
2013-08-16,,,,,,
2013-08-19,,,,,,
2013-08-20,,,,,,
2013-08-21,,,,,,
2013-08-22,,,,,,
2013-08-23,1,1.6356,1.7660,2,MID,MID
2013-08-26,,,,,,
2013-08-27,1,0.0000,0.7384,1,FRESH,FRESH
2013-08-28,-1,,,0,UNDEF,UNDEF
2013-08-29,,,,,,
2013-08-30,1,1.0188,1.0282,1,MID,MID
2013-09-02,,,,,,
2013-09-03,1,0.2383,0.3437,1,FRESH,FRESH
2013-09-04,,,,,,
2013-09-05,-1,,,0,UNDEF,UNDEF
2013-09-06,1,1.1889,1.1913,3,MID,MID
2013-09-09,,,,,,
2013-09-10,,,,,,
2013-09-11,,,,,,
2013-09-12,1,0.0000,0.8294,1,FRESH,FRESH
2013-09-13,1,0.0000,0.6396,1,FRESH,FRESH
2013-09-16,1,0.2046,0.2276,1,FRESH,FRESH
2013-09-17,1,2.3940,2.5624,4,EXTENDED,EXTENDED
2013-09-18,,,,,,
2013-09-19,1,1.6845,1.8165,1,MID,MID
2013-09-20,,,,,,
2013-09-23,,,,,,
2013-09-24,1,0.9601,1.1223,1,FRESH,MID
2013-09-25,1,0.0000,0.8169,4,FRESH,FRESH
2013-09-26,1,1.2925,1.3731,2,MID,MID
2013-09-27,,,,,,
2013-09-30,,,,,,
2013-10-01,1,2.1466,2.1867,6,EXTENDED,EXTENDED
2013-10-02,,,,,,
2013-10-03,1,0.6206,1.9839,9,FRESH,MID
2013-10-04,1,0.0000,0.1483,1,FRESH,FRESH
2013-10-07,,,,,,
2013-10-08,1,2.6059,2.6073,4,EXTENDED,EXTENDED
2013-10-09,,,,,,
2013-10-10,1,1.3353,1.3631,2,MID,MID
2013-10-11,1,2.9002,2.9980,5,EXTENDED,EXTENDED
2013-10-14,,,,,,
2013-10-15,1,0.0000,0.8217,3,FRESH,FRESH
2013-10-16,,,,,,
2013-10-17,1,2.7430,2.8375,2,EXTENDED,EXTENDED
2013-10-18,1,1.3298,1.3368,1,MID,MID
2013-10-21,-1,,,0,UNDEF,UNDEF
2013-10-22,1,0.5323,0.5565,1,FRESH,FRESH
2013-10-23,,,,,,
2013-10-24,1,0.0000,0.4830,1,FRESH,FRESH
2013-10-25,1,2.4232,2.7865,6,EXTENDED,EXTENDED
2013-10-28,1,1.2918,1.2918,2,MID,MID
2013-10-29,,,,,,
2013-10-30,,,,,,
2013-10-31,-1,,,0,UNDEF,UNDEF
2013-11-01,1,1.2829,1.3171,3,MID,MID
2013-11-04,,,,,,
2013-11-05,1,0.6844,0.6926,1,FRESH,FRESH
2013-11-06,,,,,,
2013-11-07,-1,,,0,UNDEF,UNDEF
2013-11-08,1,3.3092,3.4350,5,EXTENDED,EXTENDED
2013-11-11,1,0.3574,0.4259,1,FRESH,FRESH
2013-11-12,1,1.4228,1.4352,8,MID,MID
2013-11-13,,,,,,
2013-11-14,1,0.6595,0.8204,6,FRESH,FRESH
2013-11-15,,,,,,
2013-11-18,,,,,,
2013-11-19,1,1.6135,1.6335,3,MID,MID
2013-11-20,-1,,,0,UNDEF,UNDEF
2013-11-21,1,1.3552,1.4060,3,MID,MID
2013-11-22,1,0.8357,0.8451,3,FRESH,FRESH
2013-11-25,-1,,,0,UNDEF,UNDEF
2013-11-26,,,,,,
2013-11-27,,,,,,
2013-11-28,,,,,,
2013-11-29,,,,,,
2013-12-02,,,,,,
2013-12-03,1,0.6769,0.8549,4,FRESH,FRESH
2013-12-04,-1,,,0,UNDEF,UNDEF
2013-12-05,,,,,,
2013-12-06,1,6.9020,7.0218,6,EXTENDED,EXTENDED
2013-12-09,,,,,,
2013-12-10,-1,,,0,UNDEF,UNDEF
2013-12-11,,,,,,
2013-12-12,1,1.2800,1.3029,2,MID,MID
2013-12-13,1,1.3925,1.4766,1,MID,MID
2013-12-16,1,0.0000,0.2505,2,FRESH,FRESH
2013-12-17,1,0.0000,0.0063,1,FRESH,FRESH
2013-12-18,1,0.1294,0.4549,1,FRESH,FRESH
2013-12-19,1,1.1598,1.2350,1,MID,MID
2013-12-20,,,,,,
2013-12-23,1,0.9982,1.0251,3,FRESH,MID
2013-12-24,1,0.8494,0.9228,1,FRESH,FRESH
2013-12-26,1,0.2057,0.2400,5,FRESH,FRESH
2013-12-27,-1,,,0,UNDEF,UNDEF
2013-12-30,,,,,,
2013-12-31,1,5.5673,5.8811,5,EXTENDED,EXTENDED
2014-01-02,,,,,,
2014-01-03,-1,,,0,UNDEF,UNDEF
2014-01-06,1,0.4478,0.5612,1,FRESH,FRESH
2014-01-07,-1,,,0,UNDEF,UNDEF
2014-01-08,1,0.0000,0.0117,1,FRESH,FRESH
2014-01-09,1,0.7652,0.9683,7,FRESH,FRESH
2014-01-10,1,0.0000,1.4012,2,FRESH,MID
2014-01-13,,,,,,
2014-01-14,1,0.9609,1.2291,6,FRESH,MID
2014-01-15,1,0.2812,0.2875,1,FRESH,FRESH
2014-01-16,1,1.4346,1.4555,1,MID,MID
2014-01-17,,,,,,
2014-01-20,,,,,,
2014-01-21,,,,,,
2014-01-22,1,0.0000,0.3218,1,FRESH,FRESH
2014-01-23,,,,,,
2014-01-24,1,1.4555,1.4747,2,MID,MID
2014-01-27,,,,,,
2014-01-28,1,1.4678,1.4974,1,MID,MID
2014-01-29,,,,,,
2014-01-30,,,,,,
2014-01-31,-1,,,0,UNDEF,UNDEF
2014-02-03,1,1.6812,1.7455,1,MID,MID
2014-02-04,-1,,,0,UNDEF,UNDEF
2014-02-05,1,0.0000,0.8303,1,FRESH,FRESH
2014-02-06,1,0.0000,0.0939,1,FRESH,FRESH
2014-02-07,-1,,,0,UNDEF,UNDEF
2014-02-10,-1,,,0,UNDEF,UNDEF
2014-02-11,-1,,,0,UNDEF,UNDEF
2014-02-12,1,0.6815,0.7385,1,FRESH,FRESH
2014-02-13,1,1.8306,1.9545,2,MID,MID
2014-02-14,-1,,,0,UNDEF,UNDEF
2014-02-17,,,,,,
2014-02-18,,,,,,
2014-02-19,,,,,,
2014-02-20,1,1.5931,1.6069,2,MID,MID
2014-02-21,1,0.5167,0.7533,1,FRESH,FRESH
2014-02-24,-1,,,0,UNDEF,UNDEF
2014-02-25,1,0.8467,0.9617,5,FRESH,FRESH
2014-02-26,-1,,,0,UNDEF,UNDEF
2014-02-27,1,0.5387,0.5421,1,FRESH,FRESH
2014-02-28,1,0.7755,0.8108,1,FRESH,FRESH
2014-03-03,-1,,,0,UNDEF,UNDEF
2014-03-04,,,,,,
2014-03-05,1,0.4211,0.5010,3,FRESH,FRESH
2014-03-06,1,0.5747,0.8046,1,FRESH,FRESH
2014-03-07,,,,,,
2014-03-10,,,,,,
2014-03-11,1,0.4060,0.7038,3,FRESH,FRESH
2014-03-12,-1,,,0,UNDEF,UNDEF
2014-03-13,,,,,,
2014-03-14,1,0.8651,0.9423,1,FRESH,FRESH
2014-03-17,,,,,,
2014-03-18,1,0.2625,0.3567,2,FRESH,FRESH
2014-03-19,-1,,,0,UNDEF,UNDEF
2014-03-20,1,1.2244,1.2512,2,MID,MID
2014-03-21,1,0.5760,0.7680,1,FRESH,FRESH
2014-03-24,1,0.0000,0.1438,1,FRESH,FRESH
2014-03-25,1,1.3535,1.3863,2,MID,MID
2014-03-26,1,1.3787,1.5748,1,MID,MID
2014-03-27,-1,,,0,UNDEF,UNDEF
2014-03-28,1,1.1490,1.6091,4,MID,MID
2014-03-31,1,0.6062,0.6147,1,FRESH,FRESH
2014-04-01,,,,,,
2014-04-02,,,,,,
2014-04-03,1,0.0000,0.0996,1,FRESH,FRESH
2014-04-04,,,,,,
2014-04-07,,,,,,
2014-04-08,-1,,,0,UNDEF,UNDEF
2014-04-09,,,,,,
2014-04-10,-1,,,0,UNDEF,UNDEF
2014-04-11,1,1.8976,1.9724,2,MID,MID
2014-04-14,1,0.6239,0.7308,1,FRESH,FRESH
2014-04-15,,,,,,
2014-04-16,1,0.3676,0.3995,1,FRESH,FRESH
2014-04-17,1,0.0000,0.4787,1,FRESH,FRESH
2014-04-18,,,,,,
2014-04-21,,,,,,
2014-04-22,1,1.7411,1.7766,6,MID,MID
2014-04-23,1,0.3108,0.3649,1,FRESH,FRESH
2014-04-24,1,0.8905,0.9903,1,FRESH,FRESH
2014-04-25,1,1.3029,1.3486,3,MID,MID
2014-04-28,,,,,,
2014-04-29,,,,,,
2014-04-30,-1,,,0,UNDEF,UNDEF
2014-05-01,1,0.0000,0.2521,1,FRESH,FRESH
2014-05-02,1,4.4742,4.4894,5,EXTENDED,EXTENDED
2014-05-06,,,,,,
2014-05-07,1,0.1908,0.2831,1,FRESH,FRESH
2014-05-08,1,2.1862,2.2267,4,EXTENDED,EXTENDED
2014-05-09,1,0.3824,1.1630,4,FRESH,MID
2014-05-12,,,,,,
2014-05-13,,,,,,
2014-05-14,,,,,,
2014-05-15,,,,,,
2014-05-16,1,0.8547,0.9665,1,FRESH,FRESH
2014-05-19,,,,,,
2014-05-20,1,0.1387,0.2213,5,FRESH,FRESH
2014-05-21,1,0.6184,0.6184,1,FRESH,FRESH
2014-05-22,,,,,,
2014-05-23,,,,,,
2014-05-26,,,,,,
2014-05-27,,,,,,
2014-05-28,1,0.2450,0.2606,8,FRESH,FRESH
2014-05-29,1,0.6150,0.6291,1,FRESH,FRESH
2014-05-30,1,0.0868,0.1694,1,FRESH,FRESH
2014-06-02,-1,,,0,UNDEF,UNDEF
2014-06-03,1,1.7551,1.7908,4,MID,MID
2014-06-04,1,2.3208,2.3270,5,EXTENDED,EXTENDED
2014-06-05,1,2.6574,2.8201,3,EXTENDED,EXTENDED
2014-06-06,-1,,,0,UNDEF,UNDEF
2014-06-09,1,0.7266,0.7378,1,FRESH,FRESH
2014-06-10,-1,,,0,UNDEF,UNDEF
2014-06-11,-1,,,0,UNDEF,UNDEF
2014-06-12,1,0.4503,0.8220,1,FRESH,FRESH
2014-06-13,1,1.9169,1.9529,2,MID,MID
2014-06-16,-1,,,0,UNDEF,UNDEF
2014-06-17,-1,,,0,UNDEF,UNDEF
2014-06-18,1,0.2869,0.5458,2,FRESH,FRESH
2014-06-19,1,0.6232,0.7507,1,FRESH,FRESH
2014-06-20,,,,,,
2014-06-23,-1,,,0,UNDEF,UNDEF
2014-06-24,1,1.1379,1.3202,2,MID,MID
2014-06-25,1,0.1770,0.2951,1,FRESH,FRESH
2014-06-26,,,,,,
2014-06-27,,,,,,
2014-06-30,,,,,,
2014-07-01,,,,,,
2014-07-02,1,0.5952,0.8036,3,FRESH,FRESH
2014-07-03,,,,,,
2014-07-04,,,,,,
2014-07-07,-1,,,0,UNDEF,UNDEF
2014-07-08,-1,,,0,UNDEF,UNDEF
2014-07-09,-1,,,0,UNDEF,UNDEF
2014-07-10,1,0.0000,1.3651,2,FRESH,MID
