# h0_dcfeat v2 (+os_canon SE M4; v1 faff68a3 superseded) | delta=0.5*asian_width ex-ante | window 08:00→close(j) | DC def verified from arXiv 0809.1040 full text | reads day_facts date/status/traded/entry_time/dir + h0_features asian_width ONLY
date,dc_mode_aligned,os_units,os_canon,n_dc,dc_state,dc_state_canon
2017-07-13,-1,,,0,UNDEF,UNDEF
2017-07-14,,,,,,
2017-07-17,1,0.4384,0.4778,2,FRESH,FRESH
2017-07-18,-1,,,0,UNDEF,UNDEF
2017-07-19,1,0.8944,0.9366,6,FRESH,FRESH
2017-07-20,1,0.0920,0.9000,4,FRESH,FRESH
2017-07-21,-1,,,0,UNDEF,UNDEF
2017-07-24,1,1.8522,1.9024,2,MID,MID
2017-07-25,-1,,,0,UNDEF,UNDEF
2017-07-26,-1,,,0,UNDEF,UNDEF
2017-07-27,1,0.5129,0.5166,2,FRESH,FRESH
2017-07-28,1,0.9405,0.9887,3,FRESH,FRESH
2017-07-31,,,,,,
2017-08-01,1,3.3676,3.3892,4,EXTENDED,EXTENDED
2017-08-02,,,,,,
2017-08-03,,,,,,
2017-08-04,,,,,,
2017-08-07,1,0.5873,0.5873,1,FRESH,FRESH
2017-08-08,1,2.9977,3.0460,2,EXTENDED,EXTENDED
2017-08-09,-1,,,0,UNDEF,UNDEF
2017-08-10,-1,,,0,UNDEF,UNDEF
2017-08-11,1,0.0000,0.9366,3,FRESH,FRESH
2017-08-14,,,,,,
2017-08-15,-1,,,0,UNDEF,UNDEF
2017-08-16,1,1.0877,1.1123,1,MID,MID
2017-08-17,-1,,,0,UNDEF,UNDEF
2017-08-18,1,2.7202,2.8214,1,EXTENDED,EXTENDED
2017-08-21,-1,,,0,UNDEF,UNDEF
2017-08-22,,,,,,
2017-08-23,,,,,,
2017-08-24,,,,,,
2017-08-25,,,,,,
2017-08-28,-1,,,0,UNDEF,UNDEF
2017-08-29,1,0.5013,0.5130,1,FRESH,FRESH
2017-08-30,,,,,,
2017-08-31,,,,,,
2017-09-01,1,0.0000,4.0686,6,FRESH,EXTENDED
2017-09-04,1,0.3263,0.4222,1,FRESH,FRESH
2017-09-05,,,,,,
2017-09-06,,,,,,
2017-09-07,-1,,,0,UNDEF,UNDEF
2017-09-08,-1,,,0,UNDEF,UNDEF
2017-09-11,1,0.7451,0.7712,3,FRESH,FRESH
2017-09-12,1,0.4728,0.6122,2,FRESH,FRESH
2017-09-13,1,1.1058,1.1756,2,MID,MID
2017-09-14,1,0.0000,1.7719,4,FRESH,MID
2017-09-15,,,,,,
2017-09-18,1,0.3941,0.4144,1,FRESH,FRESH
2017-09-19,1,1.6399,1.6759,6,MID,MID
2017-09-20,,,,,,
2017-09-21,1,0.0000,0.2517,1,FRESH,FRESH
2017-09-22,,,,,,
2017-09-25,,,,,,
2017-09-26,,,,,,
2017-09-27,1,1.1843,1.2111,1,MID,MID
2017-09-28,-1,,,0,UNDEF,UNDEF
2017-09-29,-1,,,0,UNDEF,UNDEF
2017-10-02,-1,,,0,UNDEF,UNDEF
2017-10-03,,,,,,
2017-10-04,,,,,,
2017-10-05,,,,,,
2017-10-06,1,0.0000,0.7795,4,FRESH,FRESH
2017-10-09,,,,,,
2017-10-10,-1,,,0,UNDEF,UNDEF
2017-10-11,,,,,,
2017-10-12,-1,,,0,UNDEF,UNDEF
2017-10-13,-1,,,0,UNDEF,UNDEF
2017-10-16,1,0.4754,0.5130,1,FRESH,FRESH
2017-10-17,,,,,,
2017-10-18,-1,,,0,UNDEF,UNDEF
2017-10-19,,,,,,
2017-10-20,,,,,,
2017-10-23,1,0.0000,0.0638,1,FRESH,FRESH
2017-10-24,1,0.7418,0.7804,1,FRESH,FRESH
2017-10-25,-1,,,0,UNDEF,UNDEF
2017-10-26,,,,,,
2017-10-27,1,0.6106,0.6760,1,FRESH,FRESH
2017-10-30,-1,,,0,UNDEF,UNDEF
2017-10-31,-1,,,0,UNDEF,UNDEF
2017-11-01,,,,,,
2017-11-02,1,1.5678,1.6341,2,MID,MID
2017-11-03,,,,,,
2017-11-06,,,,,,
2017-11-07,,,,,,
2017-11-08,1,0.8563,0.9401,2,FRESH,FRESH
2017-11-09,-1,,,0,UNDEF,UNDEF
2017-11-10,,,,,,
2017-11-13,,,,,,
2017-11-14,1,1.5547,1.5985,1,MID,MID
2017-11-15,0,0.1787,1.0943,6,OPPOSED,OPPOSED
2017-11-16,,,,,,
2017-11-17,1,0.0000,0.0051,1,FRESH,FRESH
2017-11-20,,,,,,
2017-11-21,1,1.3746,1.4897,1,MID,MID
2017-11-22,,,,,,
2017-11-23,1,2.4765,2.5168,3,EXTENDED,EXTENDED
2017-11-24,,,,,,
2017-11-27,-1,,,0,UNDEF,UNDEF
2017-11-28,,,,,,
2017-11-29,-1,,,0,UNDEF,UNDEF
2017-11-30,1,0.0000,0.2091,1,FRESH,FRESH
2017-12-01,1,0.1915,0.8723,6,FRESH,FRESH
2017-12-04,1,0.4971,0.5965,1,FRESH,FRESH
2017-12-05,1,0.7179,0.8168,2,FRESH,FRESH
2017-12-06,1,0.6631,0.9730,3,FRESH,FRESH
2017-12-07,-1,,,0,UNDEF,UNDEF
2017-12-08,1,0.8617,0.9842,1,FRESH,FRESH
2017-12-11,1,1.6892,1.7770,6,MID,MID
2017-12-12,1,1.5079,1.5079,1,MID,MID
2017-12-13,1,0.2286,0.2643,1,FRESH,FRESH
2017-12-14,,,,,,
2017-12-15,-1,,,0,UNDEF,UNDEF
2017-12-18,-1,,,0,UNDEF,UNDEF
2017-12-19,-1,,,0,UNDEF,UNDEF
2017-12-20,1,0.0342,0.0712,1,FRESH,FRESH
2017-12-21,,,,,,
2017-12-22,-1,,,0,UNDEF,UNDEF
2017-12-26,-1,,,0,UNDEF,UNDEF
2017-12-27,1,0.0000,0.2410,1,FRESH,FRESH
2017-12-28,-1,,,0,UNDEF,UNDEF
2017-12-29,1,0.2479,0.2645,2,FRESH,FRESH
2018-01-02,-1,,,0,UNDEF,UNDEF
2018-01-03,,,,,,
2018-01-04,1,0.4125,0.4267,1,FRESH,FRESH
2018-01-05,,,,,,
2018-01-08,,,,,,
2018-01-09,,,,,,
2018-01-10,,,,,,
2018-01-11,1,1.3133,1.3176,2,MID,MID
2018-01-12,-1,,,0,UNDEF,UNDEF
2018-01-15,,,,,,
2018-01-16,,,,,,
2018-01-17,,,,,,
2018-01-18,,,,,,
2018-01-19,,,,,,
2018-01-22,,,,,,
2018-01-23,-1,,,0,UNDEF,UNDEF
2018-01-24,-1,,,0,UNDEF,UNDEF
2018-01-25,-1,,,0,UNDEF,UNDEF
2018-01-26,-1,,,0,UNDEF,UNDEF
2018-01-29,-1,,,0,UNDEF,UNDEF
2018-01-30,,,,,,
2018-01-31,,,,,,
2018-02-01,,,,,,
2018-02-02,,,,,,
2018-02-05,,,,,,
2018-02-06,,,,,,
2018-02-07,1,1.4131,1.4274,1,MID,MID
2018-02-08,-1,,,0,UNDEF,UNDEF
2018-02-09,1,0.3752,0.5129,1,FRESH,FRESH
2018-02-12,,,,,,
2018-02-13,1,0.1399,0.1524,1,FRESH,FRESH
2018-02-14,1,2.8162,3.3312,2,EXTENDED,EXTENDED
2018-02-15,1,0.3416,0.3452,1,FRESH,FRESH
2018-02-16,-1,,,0,UNDEF,UNDEF
2018-02-19,1,0.1059,0.1216,1,FRESH,FRESH
2018-02-20,-1,,,0,UNDEF,UNDEF
2018-02-21,,,,,,
2018-02-22,-1,,,0,UNDEF,UNDEF
2018-02-23,-1,,,0,UNDEF,UNDEF
2018-02-26,-1,,,0,UNDEF,UNDEF
2018-02-27,,,,,,
2018-02-28,,,,,,
2018-03-01,-1,,,0,UNDEF,UNDEF
2018-03-02,1,-0.3785,-0.2890,8,FRESH,FRESH
2018-03-05,-1,,,0,UNDEF,UNDEF
2018-03-06,-1,,,0,UNDEF,UNDEF
2018-03-07,,,,,,
2018-03-08,1,0.5289,0.6089,3,FRESH,FRESH
2018-03-09,1,0.5313,0.5547,1,FRESH,FRESH
2018-03-12,1,0.5782,0.7347,1,FRESH,FRESH
2018-03-13,-1,,,0,UNDEF,UNDEF
2018-03-14,,,,,,
2018-03-15,,,,,,
2018-03-16,1,3.1802,3.1984,2,EXTENDED,EXTENDED
2018-03-19,-1,,,0,UNDEF,UNDEF
2018-03-20,,,,,,
2018-03-21,,,,,,
2018-03-22,,,,,,
2018-03-23,-1,,,0,UNDEF,UNDEF
2018-03-26,1,2.0302,2.0397,2,EXTENDED,EXTENDED
2018-03-27,1,0.5826,0.6009,1,FRESH,FRESH
2018-03-28,,,,,,
2018-03-29,1,1.2651,1.2884,1,MID,MID
2018-04-02,,,,,,
2018-04-03,,,,,,
2018-04-04,,,,,,
2018-04-05,1,-0.8759,-0.6204,1,FRESH,FRESH
2018-04-06,-1,,,0,UNDEF,UNDEF
2018-04-09,1,0.0000,0.5692,4,FRESH,FRESH
2018-04-10,1,0.6943,0.7019,4,FRESH,FRESH
2018-04-11,-1,,,0,UNDEF,UNDEF
2018-04-12,,,,,,
2018-04-13,,,,,,
2018-04-16,1,0.9089,0.9393,2,FRESH,FRESH
2018-04-17,,,,,,
2018-04-18,,,,,,
2018-04-19,-1,,,0,UNDEF,UNDEF
2018-04-20,-1,,,0,UNDEF,UNDEF
2018-04-23,1,0.6507,0.9413,1,FRESH,FRESH
2018-04-24,,,,,,
2018-04-25,-1,,,0,UNDEF,UNDEF
2018-04-26,1,0.9239,0.9775,8,FRESH,FRESH
2018-04-27,,,,,,
2018-04-30,,,,,,
2018-05-01,-1,,,0,UNDEF,UNDEF
2018-05-02,,,,,,
2018-05-03,,,,,,
2018-05-04,1,0.0000,2.0225,4,FRESH,EXTENDED
2018-05-07,,,,,,
2018-05-08,0,0.3067,0.4812,3,OPPOSED,OPPOSED
2018-05-09,-1,,,0,UNDEF,UNDEF
2018-05-10,1,1.0022,1.1598,2,MID,MID
2018-05-11,1,1.3729,1.4884,1,MID,MID
2018-05-14,,,,,,
2018-05-15,-1,,,0,UNDEF,UNDEF
2018-05-16,1,1.8333,1.8452,2,MID,MID
2018-05-17,1,0.5870,0.6394,1,FRESH,FRESH
2018-05-18,1,0.9605,1.0987,4,FRESH,MID
2018-05-21,-1,,,0,UNDEF,UNDEF
2018-05-22,-1,,,0,UNDEF,UNDEF
2018-05-23,1,1.7495,1.7732,2,MID,MID
2018-05-24,-1,,,0,UNDEF,UNDEF
2018-05-25,1,0.8645,0.8926,1,FRESH,FRESH
2018-05-28,,,,,,
2018-05-29,1,0.2951,0.2974,1,FRESH,FRESH
2018-05-30,,,,,,
2018-05-31,-1,,,0,UNDEF,UNDEF
2018-06-01,1,0.4170,0.5124,2,FRESH,FRESH
2018-06-04,-1,,,0,UNDEF,UNDEF
2018-06-05,1,0.0000,0.0267,1,FRESH,FRESH
2018-06-06,1,0.8952,0.9143,1,FRESH,FRESH
2018-06-07,-1,,,0,UNDEF,UNDEF
2018-06-08,,,,,,
2018-06-11,,,,,,
2018-06-12,,,,,,
2018-06-13,-1,,,0,UNDEF,UNDEF
2018-06-14,,,,,,
2018-06-15,,,,,,
2018-06-18,,,,,,
2018-06-19,1,0.7761,0.8076,3,FRESH,FRESH
2018-06-20,1,0.4348,0.4534,1,FRESH,FRESH
2018-06-21,-1,,,0,UNDEF,UNDEF
2018-06-22,,,,,,
2018-06-25,,,,,,
2018-06-26,-1,,,0,UNDEF,UNDEF
2018-06-27,1,1.1751,1.1931,4,MID,MID
2018-06-28,-1,,,0,UNDEF,UNDEF
2018-06-29,,,,,,
2018-07-02,0,0.3568,0.4054,2,OPPOSED,OPPOSED
2018-07-03,,,,,,
2018-07-04,-1,,,0,UNDEF,UNDEF
2018-07-05,1,1.4943,1.5000,5,MID,MID
2018-07-06,,,,,,
2018-07-09,-1,,,0,UNDEF,UNDEF
2018-07-10,,,,,,
2018-07-11,1,0.1383,0.1780,1,FRESH,FRESH
2018-07-12,,,,,,
2018-07-13,-1,,,0,UNDEF,UNDEF
2018-07-16,1,1.2576,1.2828,3,MID,MID
2018-07-17,1,2.7624,2.7694,2,EXTENDED,EXTENDED
2018-07-18,1,0.0000,0.3696,1,FRESH,FRESH
2018-07-19,-1,,,0,UNDEF,UNDEF
2018-07-20,,,,,,
2018-07-23,,,,,,
2018-07-24,,,,,,
2018-07-25,,,,,,
2018-07-26,,,,,,
2018-07-27,1,2.2452,2.2490,4,EXTENDED,EXTENDED
2018-07-30,-1,,,0,UNDEF,UNDEF
2018-07-31,1,0.9024,0.9683,1,FRESH,FRESH
2018-08-01,,,,,,
2018-08-02,1,0.6619,0.6743,1,FRESH,FRESH
2018-08-03,-1,,,0,UNDEF,UNDEF
2018-08-06,1,0.0000,0.0155,1,FRESH,FRESH
2018-08-07,,,,,,
2018-08-08,0,-0.7675,-0.7199,1,OPPOSED,OPPOSED
2018-08-09,1,0.0000,0.1621,1,FRESH,FRESH
2018-08-10,0,0.0357,0.0893,10,OPPOSED,OPPOSED
2018-08-13,-1,,,0,UNDEF,UNDEF
2018-08-14,,,,,,
2018-08-15,-1,,,0,UNDEF,UNDEF
2018-08-16,,,,,,
2018-08-17,,,,,,
2018-08-20,-1,,,0,UNDEF,UNDEF
2018-08-21,-1,,,0,UNDEF,UNDEF
2018-08-22,1,2.3155,2.3502,2,EXTENDED,EXTENDED
2018-08-23,0,-0.6176,-0.5893,4,OPPOSED,OPPOSED
2018-08-24,,,,,,
2018-08-27,1,1.0112,1.2247,2,MID,MID
2018-08-28,1,0.7466,0.9683,1,FRESH,FRESH
2018-08-29,1,1.0324,1.1197,2,MID,MID
2018-08-30,,,,,,
2018-08-31,,,,,,
2018-09-03,,,,,,
2018-09-04,1,0.3962,0.5399,1,FRESH,FRESH
2018-09-05,,,,,,
2018-09-06,0,1.4094,1.9298,10,OPPOSED,OPPOSED
2018-09-07,,,,,,
2018-09-10,-1,,,0,UNDEF,UNDEF
2018-09-11,1,0.0000,0.3671,4,FRESH,FRESH
2018-09-12,,,,,,
2018-09-13,1,1.3270,1.3683,5,MID,MID
2018-09-14,-1,,,0,UNDEF,UNDEF
2018-09-17,,,,,,
2018-09-18,1,-0.1933,-0.0756,5,FRESH,FRESH
2018-09-19,1,-0.7627,-0.7525,1,FRESH,FRESH
2018-09-20,1,2.0171,2.0571,2,EXTENDED,EXTENDED
2018-09-21,1,0.0000,0.0882,1,FRESH,FRESH
2018-09-24,1,0.1791,0.2000,1,FRESH,FRESH
2018-09-25,,,,,,
2018-09-26,,,,,,
2018-09-27,1,0.9492,1.0051,1,FRESH,MID
2018-09-28,1,0.2614,0.2941,1,FRESH,FRESH
2018-10-01,-1,,,0,UNDEF,UNDEF
2018-10-02,1,0.5231,0.5912,5,FRESH,FRESH
2018-10-03,,,,,,
2018-10-04,1,0.4138,0.4414,3,FRESH,FRESH
2018-10-05,0,0.8640,1.7280,6,OPPOSED,OPPOSED
2018-10-08,,,,,,
2018-10-09,1,0.9018,0.9748,1,FRESH,FRESH
2018-10-10,1,0.7634,0.8015,4,FRESH,FRESH
2018-10-11,,,,,,
2018-10-12,,,,,,
2018-10-15,-1,,,0,UNDEF,UNDEF
2018-10-16,1,0.5809,0.9670,5,FRESH,FRESH
2018-10-17,1,1.4941,1.5201,1,MID,MID
2018-10-18,1,2.5856,2.5894,9,EXTENDED,EXTENDED
2018-10-19,-1,,,0,UNDEF,UNDEF
2018-10-22,,,,,,
2018-10-23,,,,,,
2018-10-24,,,,,,
2018-10-25,-1,,,0,UNDEF,UNDEF
2018-10-26,,,,,,
2018-10-29,,,,,,
2018-10-30,-1,,,0,UNDEF,UNDEF
2018-10-31,-1,,,0,UNDEF,UNDEF
2018-11-01,,,,,,
2018-11-02,1,1.3598,1.3659,2,MID,MID
2018-11-05,,,,,,
2018-11-06,0,1.3841,1.4635,4,OPPOSED,OPPOSED
2018-11-07,,,,,,
2018-11-08,1,0.5370,0.6111,1,FRESH,FRESH
2018-11-09,1,0.3172,0.3621,2,FRESH,FRESH
2018-11-12,-1,,,0,UNDEF,UNDEF
2018-11-13,1,0.6345,0.6345,1,FRESH,FRESH
2018-11-14,-1,,,0,UNDEF,UNDEF
2018-11-15,-1,,,0,UNDEF,UNDEF
2018-11-16,1,0.5096,0.5616,1,FRESH,FRESH
2018-11-19,1,0.5341,0.5986,3,FRESH,FRESH
2018-11-20,1,0.4484,0.4690,1,FRESH,FRESH
2018-11-21,1,0.0000,0.1818,1,FRESH,FRESH
2018-11-22,-1,,,0,UNDEF,UNDEF
2018-11-23,,,,,,
2018-11-26,1,1.1916,1.2467,4,MID,MID
2018-11-27,1,0.0000,0.4719,1,FRESH,FRESH
2018-11-28,1,0.3504,0.4380,6,FRESH,FRESH
2018-11-29,-1,,,0,UNDEF,UNDEF
2018-11-30,,,,,,
2018-12-03,,,,,,
2018-12-04,-1,,,0,UNDEF,UNDEF
2018-12-05,,,,,,
2018-12-06,1,1.3173,1.3360,6,MID,MID
2018-12-07,1,0.7477,0.7568,2,FRESH,FRESH
2018-12-10,,,,,,
2018-12-11,-1,,,0,UNDEF,UNDEF
2018-12-12,,,,,,
2018-12-13,,,,,,
2018-12-14,-1,,,0,UNDEF,UNDEF
2018-12-17,,,,,,
2018-12-18,1,0.9897,1.0205,2,FRESH,MID
2018-12-19,1,1.9929,2.0747,5,MID,EXTENDED
2018-12-20,,,,,,
2018-12-21,1,1.0000,1.0421,1,FRESH,MID
2018-12-24,-1,,,0,UNDEF,UNDEF
2018-12-26,-1,,,0,UNDEF,UNDEF
2018-12-27,1,0.8484,0.8910,1,FRESH,FRESH
2018-12-28,-1,,,0,UNDEF,UNDEF
2018-12-31,1,0.3049,0.3354,1,FRESH,FRESH
2019-01-02,-1,,,0,UNDEF,UNDEF
2019-01-03,-1,,,0,UNDEF,UNDEF
2019-01-04,,,,,,
2019-01-07,,,,,,
2019-01-08,-1,,,0,UNDEF,UNDEF
2019-01-09,-1,,,0,UNDEF,UNDEF
2019-01-10,,,,,,
2019-01-11,-1,,,0,UNDEF,UNDEF
2019-01-14,,,,,,
2019-01-15,,,,,,
2019-01-16,,,,,,
2019-01-17,,,,,,
2019-01-18,,,,,,
2019-01-21,1,1.1707,1.2195,2,MID,MID
2019-01-22,,,,,,
2019-01-23,1,0.6207,0.7625,1,FRESH,FRESH
2019-01-24,0,1.1582,1.1877,2,OPPOSED,OPPOSED
2019-01-25,,,,,,
2019-01-28,,,,,,
2019-01-29,-1,,,0,UNDEF,UNDEF
2019-01-30,-1,,,0,UNDEF,UNDEF
2019-01-31,1,0.2616,0.4496,1,FRESH,FRESH
2019-02-01,1,1.3679,1.3928,1,MID,MID
2019-02-04,0,0.6930,0.7183,4,OPPOSED,OPPOSED
2019-02-05,1,0.9265,0.9461,1,FRESH,FRESH
2019-02-06,,,,,,
2019-02-07,,,,,,
2019-02-08,1,0.0794,0.0794,1,FRESH,FRESH
2019-02-11,,,,,,
2019-02-12,,,,,,
2019-02-13,-1,,,0,UNDEF,UNDEF
2019-02-14,1,1.0989,1.1319,2,MID,MID
2019-02-15,,,,,,
2019-02-18,1,0.5631,0.6480,2,FRESH,FRESH
2019-02-19,1,1.1677,1.3054,1,MID,MID
2019-02-20,,,,,,
2019-02-21,,,,,,
2019-02-22,1,1.2096,1.6186,2,MID,MID
2019-02-25,,,,,,
2019-02-26,1,0.4193,0.4901,1,FRESH,FRESH
2019-02-27,-1,,,0,UNDEF,UNDEF
2019-02-28,1,3.8575,3.8894,2,EXTENDED,EXTENDED
2019-03-01,-1,,,0,UNDEF,UNDEF
2019-03-04,-1,,,0,UNDEF,UNDEF
2019-03-05,1,0.5037,0.6309,1,FRESH,FRESH
2019-03-06,1,1.8882,1.9529,2,MID,MID
2019-03-07,-1,,,0,UNDEF,UNDEF
2019-03-08,,,,,,
2019-03-11,-1,,,0,UNDEF,UNDEF
2019-03-12,1,0.1825,0.2067,2,FRESH,FRESH
2019-03-13,-1,,,0,UNDEF,UNDEF
2019-03-14,,,,,,
2019-03-15,,,,,,
2019-03-18,1,0.4386,0.8313,1,FRESH,FRESH
2019-03-19,1,0.3810,0.4103,2,FRESH,FRESH
2019-03-20,1,2.3722,2.4385,2,EXTENDED,EXTENDED
2019-03-21,-1,,,0,UNDEF,UNDEF
2019-03-22,-1,,,0,UNDEF,UNDEF
2019-03-25,-1,,,0,UNDEF,UNDEF
2019-03-26,,,,,,
2019-03-27,1,0.3467,0.4020,1,FRESH,FRESH
2019-03-28,1,1.1558,1.2167,1,MID,MID
2019-03-29,1,0.0000,0.1756,1,FRESH,FRESH
2019-04-01,1,0.9368,1.0632,1,FRESH,MID
2019-04-02,,,,,,
2019-04-03,,,,,,
2019-04-04,,,,,,
2019-04-05,-1,,,0,UNDEF,UNDEF
2019-04-08,-1,,,0,UNDEF,UNDEF
2019-04-09,1,0.8464,0.8899,2,FRESH,FRESH
2019-04-10,1,0.7638,0.7839,5,FRESH,FRESH
2019-04-11,,,,,,
2019-04-12,1,0.7774,1.0212,6,FRESH,MID
2019-04-15,-1,,,0,UNDEF,UNDEF
2019-04-16,-1,,,0,UNDEF,UNDEF
2019-04-17,1,1.9205,1.9297,2,MID,MID
2019-04-18,-1,,,0,UNDEF,UNDEF
2019-04-22,,,,,,
2019-04-23,0,-0.3072,-0.2423,2,OPPOSED,OPPOSED
2019-04-24,,,,,,
2019-04-25,1,0.0522,0.1362,1,FRESH,FRESH
2019-04-26,-1,,,0,UNDEF,UNDEF
2019-04-29,,,,,,
2019-04-30,,,,,,
2019-05-02,1,0.0000,1.3744,9,FRESH,MID
2019-05-03,1,0.7213,0.9918,1,FRESH,FRESH
2019-05-06,,,,,,
2019-05-07,1,1.0117,1.1167,9,MID,MID
2019-05-08,-1,,,0,UNDEF,UNDEF
2019-05-09,,,,,,
2019-05-10,-1,,,0,UNDEF,UNDEF
2019-05-13,1,1.4478,1.8248,2,MID,MID
2019-05-14,,,,,,
2019-05-15,1,2.1006,2.1657,2,EXTENDED,EXTENDED
2019-05-16,1,0.3364,0.3364,2,FRESH,FRESH
2019-05-17,1,1.3366,1.4257,6,MID,MID
2019-05-20,-1,,,0,UNDEF,UNDEF
2019-05-21,-1,,,0,UNDEF,UNDEF
2019-05-22,-1,,,0,UNDEF,UNDEF
2019-05-23,,,,,,
2019-05-24,1,0.6897,0.9113,2,FRESH,FRESH
2019-05-27,,,,,,
2019-05-28,,,,,,
2019-05-29,,,,,,
2019-05-30,-1,,,0,UNDEF,UNDEF
2019-05-31,-1,,,0,UNDEF,UNDEF
2019-06-03,1,0.0000,0.1850,1,FRESH,FRESH
2019-06-04,1,0.8190,0.8770,1,FRESH,FRESH
2019-06-05,1,0.0000,0.3618,1,FRESH,FRESH
2019-06-06,1,0.0000,0.0199,1,FRESH,FRESH
2019-06-07,1,1.9043,1.9628,2,MID,MID
2019-06-10,-1,,,0,UNDEF,UNDEF
2019-06-11,1,0.2500,0.5833,1,FRESH,FRESH
2019-06-12,0,-0.6692,-0.4492,2,OPPOSED,OPPOSED
2019-06-13,1,0.0263,0.0489,1,FRESH,FRESH
2019-06-14,1,0.1267,0.1667,1,FRESH,FRESH
2019-06-17,,,,,,
2019-06-18,1,0.3815,0.9884,13,FRESH,FRESH
2019-06-19,-1,,,0,UNDEF,UNDEF
2019-06-20,,,,,,
2019-06-21,,,,,,
2019-06-24,1,1.0209,1.0557,1,MID,MID
2019-06-25,,,,,,
2019-06-26,,,,,,
2019-06-27,1,0.0000,0.0042,1,FRESH,FRESH
2019-06-28,,,,,,
2019-07-01,1,0.2876,0.2891,1,FRESH,FRESH
2019-07-02,,,,,,
2019-07-03,,,,,,
2019-07-04,,,,,,
2019-07-05,,,,,,
2019-07-08,,,,,,
2019-07-09,1,0.9180,1.0628,1,FRESH,MID
2019-07-10,-1,,,0,UNDEF,UNDEF
2019-07-11,,,,,,
2019-07-12,1,0.6091,0.7206,1,FRESH,FRESH
2019-07-15,,,,,,
2019-07-16,,,,,,
2019-07-17,1,0.5979,0.6392,3,FRESH,FRESH
2019-07-18,,,,,,
2019-07-19,,,,,,
2019-07-22,-1,,,0,UNDEF,UNDEF
2019-07-23,-1,,,0,UNDEF,UNDEF
2019-07-24,,,,,,
2019-07-25,1,0.9508,1.0000,1,FRESH,FRESH
2019-07-26,,,,,,
2019-07-29,,,,,,
2019-07-30,1,0.5077,0.7528,2,FRESH,FRESH
2019-07-31,1,0.5667,0.5691,1,FRESH,FRESH
2019-08-01,-1,,,0,UNDEF,UNDEF
2019-08-02,,,,,,
2019-08-05,-1,,,0,UNDEF,UNDEF
2019-08-06,,,,,,
2019-08-07,1,0.0000,0.0045,1,FRESH,FRESH
2019-08-08,,,,,,
2019-08-09,,,,,,
2019-08-12,1,3.7329,3.8075,2,EXTENDED,EXTENDED
2019-08-13,-1,,,0,UNDEF,UNDEF
2019-08-14,,,,,,
2019-08-15,,,,,,
2019-08-16,,,,,,
2019-08-19,1,0.1749,0.1939,3,FRESH,FRESH
2019-08-20,,,,,,
2019-08-21,,,,,,
2019-08-22,-1,,,0,UNDEF,UNDEF
2019-08-23,-1,,,0,UNDEF,UNDEF
2019-08-26,,,,,,
2019-08-27,1,0.0000,0.0416,1,FRESH,FRESH
2019-08-28,1,0.3077,0.4819,1,FRESH,FRESH
2019-08-29,1,0.0000,0.0543,1,FRESH,FRESH
2019-08-30,,,,,,
2019-09-02,-1,,,0,UNDEF,UNDEF
2019-09-03,,,,,,
2019-09-04,,,,,,
2019-09-05,,,,,,
2019-09-06,1,0.7989,0.8201,1,FRESH,FRESH
2019-09-09,1,1.6303,1.6768,3,MID,MID
2019-09-10,,,,,,
2019-09-11,,,,,,
2019-09-12,,,,,,
2019-09-13,1,0.5914,0.6667,1,FRESH,FRESH
2019-09-16,,,,,,
2019-09-17,,,,,,
2019-09-18,1,1.0506,1.2722,4,MID,MID
2019-09-19,,,,,,
2019-09-20,-1,,,0,UNDEF,UNDEF
2019-09-23,1,0.8521,0.8873,2,FRESH,FRESH
2019-09-24,1,0.5974,0.6156,5,FRESH,FRESH
2019-09-25,,,,,,
2019-09-26,1,1.0152,1.1186,3,MID,MID
2019-09-27,1,0.7791,0.8405,1,FRESH,FRESH
2019-09-30,-1,,,0,UNDEF,UNDEF
2019-10-01,-1,,,0,UNDEF,UNDEF
2019-10-02,-1,,,0,UNDEF,UNDEF
2019-10-03,1,1.0020,1.2037,1,MID,MID
2019-10-04,1,0.3126,0.3145,1,FRESH,FRESH
2019-10-07,,,,,,
2019-10-08,,,,,,
2019-10-09,1,0.6137,0.6192,1,FRESH,FRESH
2019-10-10,,,,,,
2019-10-11,1,3.2006,3.3135,2,EXTENDED,EXTENDED
2019-10-14,,,,,,
2019-10-15,,,,,,
2019-10-16,1,0.9752,1.0090,1,FRESH,MID
2019-10-17,1,0.9679,1.0107,5,FRESH,MID
2019-10-18,,,,,,
2019-10-21,,,,,,
2019-10-22,,,,,,
2019-10-23,0,1.4528,1.6189,3,OPPOSED,OPPOSED
2019-10-24,1,3.2901,3.3359,8,EXTENDED,EXTENDED
2019-10-25,1,0.0000,0.2368,1,FRESH,FRESH
2019-10-28,-1,,,0,UNDEF,UNDEF
2019-10-29,1,2.1107,2.1419,2,EXTENDED,EXTENDED
2019-10-30,,,,,,
2019-10-31,-1,,,0,UNDEF,UNDEF
2019-11-01,1,1.1127,1.1268,1,MID,MID
2019-11-04,1,1.8244,1.8329,5,MID,MID
2019-11-05,1,0.0041,0.0449,3,FRESH,FRESH
2019-11-06,,,,,,
2019-11-07,1,0.0000,1.5273,2,FRESH,MID
2019-11-08,1,0.5037,0.5795,6,FRESH,FRESH
2019-11-11,1,0.3787,0.5030,6,FRESH,FRESH
2019-11-12,-1,,,0,UNDEF,UNDEF
2019-11-13,0,0.3522,0.3588,5,OPPOSED,OPPOSED
