# h0_day_facts v1 | field=SIM-SEARCH uncapped flat0.01 ea_catchup cfg={'CAPR': 1.0, 'A': 1.0, 'D': 1.0, 'SLOPE': 0.0005, 'EMA_P': 2880, 'SLOPE_B': 1440, 'allow_short': True, 'spread_mult': 1.0} | features_sha256=ed49e6cd77b1cf578f94ea5a708ab70d5de3ab693c3837f966dad2b22d8ddb5c | MED-1: ห้ามเรียก edge จากสนามนี้จนผ่าน capped+real-tick confirm
date,dow,status,bars,sess_bars,max_gap_min,first_sess_min,last_sess_min,days_since_prev,prev_ok,warmup_incomplete,asian_bars,asian_width,overnight_gap,prev_range,rv_prev,rv_pct250,range_exp,slope_08,slope_pct250,traded,entry_time,pnl,reason,dir,R,exit_date,cross_day
2013-10-04,4,ok,1377,1376,2,60,1439,1,1,0,419,4.18,0.03,20.22,0.0130332,77.2,0.729174,0.00226748,73.2,1,08:59,-4.21,stop,1,4.18,2013-10-04,0
2013-10-07,0,ok,1377,1377,2,60,1439,3,1,0,418,4.6,2.4,19.8,0.0118493,68,0.785091,0.000351692,56.4,0,,,,,,,
2013-10-08,1,ok,1377,1377,2,60,1439,1,1,0,419,7.13,-0.19,20.35,0.00926627,47.6,0.848978,0.00380216,80.8,1,17:01,-7.16,stop,1,7.13,2013-10-08,0
2013-10-09,2,ok,1379,1378,2,60,1439,1,1,0,420,5.02,-0.1,14.38,0.00964707,50.8,0.599917,0.00172536,71.2,0,,,,,,,
2013-10-10,3,ok,1378,1378,2,60,1439,1,1,0,420,6.83,1.69,27.3,0.0125004,72.8,1.21685,-0.00649136,16.8,1,11:27,-7.93,stop,-1,6.83,2013-10-10,0
2013-10-11,4,ok,1378,1377,2,60,1439,1,1,0,420,10.02,-0.09,29.63,0.0128321,75.2,1.23613,-0.00817405,10.8,1,15:43,-0.67,eod,-1,10.02,2013-10-11,0
2013-10-14,0,short,1132,1132,7,60,1200,3,1,0,420,10.43,5.61,32.97,0.0171314,92,1.37547,-0.0133691,5.2,0,,,,,,,
2013-10-15,1,ok,1326,1326,52,60,1439,1,0,0,366,8.19,-3.09,21.47,0.0101867,53.2,0.895703,-0.00655309,16.4,1,10:49,4.24,stop,-1,8.19,2013-10-15,0
2013-10-16,2,ok,1380,1379,2,60,1439,1,1,0,419,9.25,0.15,36.38,0.0159204,88.8,1.51773,-0.00338128,31.6,0,,,,,,,
2013-10-17,3,ok,1376,1376,3,60,1439,1,1,0,416,7.51,-0.29,18.6,0.0120072,69.6,0.77597,0.00212031,73.2,1,10:50,22.9,stop,1,7.51,2013-10-17,0
2013-10-18,4,ok,1372,1371,3,60,1439,1,1,0,420,5.7,0.01,49.86,0.019059,94.8,2.0801,0.0165707,99.2,1,09:48,-5.73,stop,1,5.7,2013-10-18,0
2013-10-21,0,ok,1377,1377,2,60,1439,3,1,0,420,6.98,0.83,15.21,0.00976306,50,0.634543,0.0081999,92,1,08:49,-4.94,eod,1,6.98,2013-10-21,0
2013-10-22,1,ok,1378,1377,2,60,1439,1,1,0,418,2.48,-0.22,10.87,0.00788019,32.4,0.453484,0.00275501,74.8,1,08:42,-2.51,stop,1,2.48,2013-10-22,0
2013-10-23,2,ok,1378,1377,3,60,1439,1,1,0,418,7.88,-0.01,34.53,0.0127793,73.2,1.53911,0.00907448,93.6,0,,,,,,,
2013-10-24,3,ok,1349,1349,12,60,1439,1,1,0,419,6.77,-1.24,13.05,0.00837757,36,0.544431,0.00396716,80.4,1,09:31,0.24,stop,1,6.77,2013-10-24,0
2013-10-25,4,ok,1377,1376,2,60,1439,1,1,0,418,5.34,0,21.66,0.00949584,46.4,0.944408,0.00615387,88.4,1,17:47,1.98,eod,1,5.34,2013-10-25,0
2013-10-28,0,ok,1379,1319,2,60,1380,3,1,0,420,6.1,3.6,19.15,0.00860168,37.6,0.830262,0.00443708,80.8,1,11:34,-6.13,stop,1,6.1,2013-10-28,0
2013-10-29,1,ok,1378,1318,2,60,1379,1,1,0,419,9.71,0.32,15.37,0.00767963,28,0.666378,0.00411722,80,0,,,,,,,
2013-10-30,2,ok,1377,1319,2,60,1380,1,1,0,418,6.47,-0.54,20.47,0.0107282,54.8,0.97453,-0.00213162,36.4,0,,,,,,,
2013-10-31,3,ok,1381,1321,1,60,1380,1,1,0,420,6.72,-2.53,24.74,0.0154985,87.2,1.21215,-0.00118805,40.8,1,08:24,4.22,stop,-1,6.72,2013-10-31,0
2013-11-01,4,ok,1377,1317,3,60,1379,1,1,0,419,4.1,-0.14,24.01,0.0107749,54.8,1.17638,-0.00919238,9.6,1,10:12,11.61,stop,-1,4.1,2013-11-01,0
2013-11-04,0,ok,1373,1373,2,60,1439,3,1,0,420,4.34,-1.25,21.3,0.009292,43.2,1.04361,-0.00919664,9.6,0,,,,,,,
2013-11-05,1,ok,1378,1377,3,60,1439,1,1,0,420,4.88,-0.05,11.37,0.00724374,22.4,0.54441,-0.00328698,30.4,1,10:06,-5.22,stop,-1,4.88,2013-11-05,0
2013-11-06,2,ok,1369,1368,3,60,1439,1,1,0,419,6.46,0,13.98,0.00775651,27.2,0.66938,-0.00307735,31.2,0,,,,,,,
2013-11-07,3,hole,1313,1312,61,60,1439,1,1,0,416,4.29,-0.11,12.89,0.0074035,23.2,0.617189,0.00109489,61.6,1,08:30,-4.32,stop,1,4.29,2013-11-07,0
2013-11-08,4,ok,1377,1376,3,60,1439,1,0,0,416,4.69,-0.14,29.38,0.0139195,80.4,1.40675,-0.00266483,34,1,15:30,6.7,stop,-1,4.69,2013-11-08,0
2013-11-11,0,ok,1377,1377,2,60,1438,3,1,0,420,5.26,-0.71,32.66,0.0128765,74,1.5638,-0.0100098,8.8,1,10:34,-0.49,eod,-1,5.26,2013-11-11,0
