# w7_run_trades.csv per-trade dual-exit record | field=SEARCH
date,cell,pnl_v4,pnl_ts,uw30,d30,armed
2015-05-05,CLEAN|FRESH,6.79,-0.24,1,-0.2400,1
2015-05-06,FO,-4.18,-2.12,1,-2.1200,0
2015-05-07,FO,0.66,0.66,0,0.3900,1
2015-05-11,CLEAN|SPENT,-2.44,-2.44,,,0
2015-05-12,FO,-0.04,-0.04,0,0.5800,1
2015-05-13,CLEAN|FRESH,19.57,19.57,0,0.2500,1
2015-05-14,POKED|FRESH,0.28,0.28,0,1.0000,1
2015-05-15,POKED|FRESH,1.43,1.43,0,0.4200,0
2015-05-18,CLEAN|FRESH,1.54,1.54,0,2.5300,1
2015-05-20,CLEAN|FRESH,-0.02,-0.02,0,1.3300,1
2015-05-21,POKED|FRESH,0.84,-0.82,1,-0.4900,1
2015-05-22,CLEAN|SPENT,-3.49,-3.49,0,1.6100,0
2015-05-26,FO,15.22,-0.63,1,-0.3300,1
2015-05-27,CLEAN|SPENT,-1.72,-1.72,0,0.7800,0
2015-05-28,CLEAN|SPENT,-2.83,-2.83,,,0
2015-05-29,POKED|SPENT,-3.29,-3.29,,,0
2015-06-04,POKED|FRESH,0.25,-1.36,1,-1.0400,1
2015-06-05,CLEAN|SPENT,6.09,-0.65,1,-0.3700,1
2015-06-09,FO,-1.56,-1.08,1,-1.0800,0
2015-06-10,FO,4.39,-0.55,1,-0.5500,1
2015-06-12,CLEAN|SPENT,-0.25,-0.25,0,0.7400,1
2015-06-15,FO,-6.48,-1.04,1,-0.7300,0
2015-06-16,POKED|SPENT,-3.69,-3.69,,,0
2015-06-17,FO,1.16,-0.69,1,-0.3700,1
2015-06-18,FO,11.51,-0.91,1,-0.9100,1
2015-06-19,CLEAN|FRESH,-3.38,-3.38,0,0.2000,0
2015-06-23,CLEAN|FRESH,-0.06,-0.06,0,0.3900,1
2015-06-24,CLEAN|SPENT,-3.61,-0.71,1,-0.4100,0
2015-06-25,POKED|FRESH,1.2,1.2,0,0.0400,0
2015-06-26,CLEAN|FRESH,-2.69,-2.69,,,0
2015-06-30,POKED|FRESH,3.06,3.06,0,1.1400,1
2015-07-01,CLEAN|FRESH,2.05,-1.74,1,-1.4300,1
2015-07-02,CLEAN|FRESH,0.84,0.84,0,1.0300,1
2015-07-08,CLEAN|FRESH,-5.43,-5.43,0,3.7100,0
2015-07-10,FO,-3.26,-0.88,1,-0.8800,0
2015-07-14,FO,-3.75,-1.1,1,-0.7700,0
2015-07-15,CLEAN|FRESH,5.55,5.55,0,0.5100,1
2015-07-16,CLEAN|FRESH,0.44,0.44,0,0.2300,0
2015-07-17,CLEAN|FRESH,4.61,-0.31,1,-0.0200,1
2015-07-22,FO,-1.62,-3.78,1,-3.4300,0
2015-07-23,CLEAN|FRESH,3.43,-1.76,1,-1.4600,0
2015-07-27,POKED|SPENT,-6.55,-4.27,1,-4.2700,0
2015-07-28,POKED|FRESH,-4.07,-4.07,0,0.0800,0
2015-07-29,FO,-3.26,-3.26,0,0.7300,0
2015-07-30,POKED|FRESH,3.78,-1.8,1,-1.5300,0
2015-07-31,FO,-5.75,-5.75,0,0.1800,0
2015-08-03,CLEAN|FRESH,-5.51,-2.74,1,-2.7400,0
2015-08-05,CLEAN|SPENT,-1.13,-1.24,1,-1.0000,0
2015-08-07,CLEAN|FRESH,2.21,2.21,0,3.3400,1
2015-08-10,FO,5.14,-0.76,1,-0.7600,1
2015-08-11,POKED|FRESH,1.09,1.09,0,5.4500,0
2015-08-12,FO,10.02,-0.68,1,-0.6800,0
2015-08-17,FO,0.89,-0.81,1,-0.8100,1
2015-08-18,POKED|FRESH,-3.05,-2.33,1,-2.3300,0
2015-08-20,FO,12.21,12.21,0,0.0800,1
2015-08-24,CLEAN|SPENT,-9.8,-3.49,1,-3.4900,0
2015-08-26,FO,9.67,-1.31,1,-0.9900,1
2015-08-27,CLEAN|FRESH,-1.75,-1.75,0,0.4900,0
2015-08-28,POKED|SPENT,-8.25,-1.25,1,-1.0200,0
2015-09-01,FO,-3.12,-1.02,1,-1.0200,0
2015-09-02,POKED|FRESH,-4.88,-4.88,0,0.0200,0
2015-09-03,CLEAN|SPENT,1.82,1.82,0,0.4900,1
2015-09-04,CLEAN|FRESH,-3.59,-0.64,1,-0.3400,0
2015-09-07,CLEAN|FRESH,-1.84,-1.34,1,-1.0300,0
2015-09-11,POKED|FRESH,2.54,-0.52,1,-0.2500,1
2015-09-14,CLEAN|FRESH,-5.29,-1.96,1,-1.6900,0
2015-09-15,CLEAN|FRESH,0.32,0.32,0,0.5400,1
2015-09-18,CLEAN|FRESH,1.86,1.86,0,2.5200,1
2015-09-22,CLEAN|FRESH,-2.61,-2.61,0,0.0200,0
2015-09-24,FO,16.19,16.19,0,0.1000,1
2015-09-29,FO,2.52,2.52,0,0.9700,1
2015-09-30,POKED|FRESH,6.12,-0.56,1,-0.1900,1
2015-10-01,FO,0.12,0.12,0,1.4500,1
2015-10-02,CLEAN|FRESH,1.84,-0.31,1,-0.0100,1
2015-10-06,CLEAN|FRESH,12.21,12.21,0,0.6200,0
2015-10-12,FO,-4.04,-4.04,,,1
2015-10-16,CLEAN|SPENT,-1.94,-1.23,1,-1.2300,0
2015-10-22,CLEAN|SPENT,-3.7,-1.27,1,-0.9800,0
2015-10-27,CLEAN|SPENT,-3.99,-1.04,1,-0.7300,0
2015-10-28,FO,5.37,-0.89,1,-0.8900,1
2015-10-29,POKED|FRESH,8.84,8.84,0,1.6000,1
2015-10-30,CLEAN|SPENT,2.93,2.93,0,1.3200,1
2015-11-02,POKED|SPENT,-0.27,-0.27,0,1.1300,0
2015-11-03,CLEAN|SPENT,14.48,-1.09,1,-0.7900,1
2015-11-04,POKED|FRESH,9.22,-0.57,1,-0.2700,1
2015-11-05,CLEAN|FRESH,3.04,-2.24,1,-1.9800,1
2015-11-06,CLEAN|SPENT,2.84,2.84,0,2.9500,0
2015-11-09,POKED|SPENT,-2.51,-1.94,1,-1.6700,0
2015-11-10,CLEAN|SPENT,-3.29,-3.29,,,0
2015-11-11,CLEAN|SPENT,3.27,-1.1,1,-0.8500,0
2015-11-12,POKED|FRESH,5.85,5.85,0,0.4500,1
2015-11-13,POKED|SPENT,-1.55,-1.89,1,-1.6000,0
2015-11-16,FO,-9.42,-3.16,1,-3.1600,0
2015-11-17,CLEAN|FRESH,6.23,-0.88,1,-0.6300,1
2015-11-19,CLEAN|FRESH,-9.57,-1.69,1,-1.4200,0
2015-11-20,FO,-6.24,-1.62,1,-1.6200,0
2015-11-23,CLEAN|FRESH,-1.81,-5.54,1,-5.2700,0
2015-11-27,FO,6.79,6.79,0,1.9500,1
2015-12-04,CLEAN|FRESH,1.19,1.19,,,1
2015-12-09,CLEAN|SPENT,0.67,-0.68,1,-0.6800,1
2015-12-10,POKED|FRESH,-0.75,-1.09,1,-0.7900,0
2015-12-11,CLEAN|FRESH,-7.35,-7.35,0,0.5300,0
2015-12-21,FO,7.13,-0.99,1,-0.9900,1
2015-12-22,FO,-4.07,-1.47,1,-1.4700,0
2015-12-23,FO,-2.74,-1.27,1,-1.2700,0
2015-12-30,POKED|FRESH,-3.27,-1.17,1,-0.9200,0
2015-12-31,POKED|SPENT,-2.86,-2.86,0,0.2400,0
2016-01-05,FO,-0.65,-1.46,1,-1.4600,0
2016-01-06,FO,1.73,1.73,0,0.6700,1
2016-01-07,CLEAN|FRESH,5.87,-0.74,1,-0.7400,0
2016-01-12,POKED|SPENT,2.75,2.75,0,0.6900,1
2016-01-13,CLEAN|FRESH,-5.33,-5.33,0,0.3900,0
2016-01-19,CLEAN|FRESH,-5.28,-5.28,0,2.4400,0
2016-01-20,POKED|FRESH,8.2,8.2,0,2.4600,1
2016-01-21,FO,-6.37,-0.09,1,-0.0900,0
2016-01-22,CLEAN|SPENT,-3.97,-2.45,1,-2.4500,0
2016-01-26,FO,7.15,7.15,0,0.5000,1
2016-02-01,FO,5.81,-0.22,1,-0.2200,0
2016-02-03,CLEAN|SPENT,0.13,0.13,0,0.3700,1
2016-02-04,CLEAN|FRESH,8.14,8.14,0,0.0900,1
2016-02-05,POKED|FRESH,-4.06,-4.06,0,0.3000,0
2016-02-08,POKED|FRESH,16.05,16.05,0,0.4900,1
2016-02-09,POKED|SPENT,-5.37,-0.04,1,-0.0400,0
2016-02-10,POKED|SPENT,1.41,-2.75,1,-2.7500,0
2016-02-11,CLEAN|FRESH,26.78,26.78,0,2.8300,1
2016-02-18,CLEAN|FRESH,-5.63,-0.33,1,-0.0300,0
2016-02-19,CLEAN|SPENT,-7.69,-2.3,1,-2.3000,0
2016-02-24,POKED|SPENT,11.61,11.61,0,2.4100,1
2016-02-25,FO,-4.65,-0.77,1,-0.7700,0
2016-03-03,POKED|FRESH,18.03,-1.21,1,-1.2100,1
2016-03-04,FO,2.48,2.48,0,3.0800,1
2016-03-07,CLEAN|FRESH,-2.07,-1.43,1,-1.4300,0
2016-03-08,CLEAN|FRESH,-9.61,-1.57,1,-1.5700,0
2016-03-09,CLEAN|FRESH,-1.12,-3.61,1,-3.3300,0
2016-03-10,FO,1.55,-1.01,1,-0.6700,1
2016-03-14,CLEAN|SPENT,14,14,0,2.9900,1
2016-03-16,POKED|FRESH,-5.53,-2.13,1,-1.8200,0
2016-03-17,POKED|FRESH,-5.87,-5.87,0,0.1000,0
2016-03-21,FO,-0.96,-0.35,1,-0.0500,0
2016-03-23,FO,9.94,-3.42,1,-3.1000,0
2016-03-24,CLEAN|FRESH,-8.69,-1.33,1,-1.0200,0
2016-03-29,FO,-6.66,-0.61,1,-0.2800,0
2016-03-30,CLEAN|FRESH,-8.18,-2.35,1,-2.3500,0
2016-03-31,CLEAN|FRESH,2.42,-0.58,1,-0.5800,1
2016-04-01,POKED|FRESH,-5.19,-1.68,1,-1.6800,0
2016-04-04,CLEAN|FRESH,-6.71,-0.99,1,-0.6700,0
2016-04-05,FO,2.9,2.9,0,2.5400,0
2016-04-08,POKED|FRESH,-0.23,-1.39,1,-1.3900,0
2016-04-11,FO,2.24,-2.54,1,-2.5400,0
2016-04-12,CLEAN|FRESH,-6.79,-6.79,0,0.8800,0
2016-04-14,CLEAN|SPENT,2.1,2.1,0,2.4500,0
2016-04-18,CLEAN|FRESH,-6.64,-1.83,1,-1.5300,0
2016-04-21,CLEAN|FRESH,9.26,9.26,0,1.0700,1
2016-04-22,POKED|FRESH,13.62,-1.41,1,-1.1300,1
2016-04-26,CLEAN|FRESH,-6.23,-6.23,0,1.8300,0
2016-04-27,CLEAN|FRESH,-4.45,-0.9,1,-0.9000,0
2016-04-28,FO,16.05,-0.9,1,-0.9000,1
2016-04-29,CLEAN|FRESH,8.75,8.75,0,0.7300,0
2016-05-02,POKED|FRESH,1.27,1.27,0,2.6600,1
2016-05-03,CLEAN|SPENT,-7.57,-7.57,0,0.4700,0
2016-05-04,CLEAN|FRESH,-9.27,-1.66,1,-1.3500,0
2016-05-05,CLEAN|SPENT,-6.22,-6.22,0,2.0600,0
2016-05-10,POKED|SPENT,-7.25,-2.77,1,-2.4400,0
2016-05-12,CLEAN|SPENT,-7.36,-3.97,1,-3.9700,0
2016-05-16,FO,-8.55,-8.55,0,1.8200,0
2016-05-19,FO,4,4,0,0.5700,1
2016-05-20,FO,-5.96,-1.04,1,-0.6700,0
2016-05-23,POKED|FRESH,-1.31,-0.7,1,-0.4400,0
2016-05-24,FO,15.88,-1.4,1,-1.0800,1
2016-05-25,POKED|FRESH,-1.36,-0.97,1,-0.7900,0
2016-05-26,POKED|FRESH,0.65,0.65,0,1.2300,0
2016-05-27,POKED|FRESH,-2.41,-2.33,1,-2.0700,0
2016-06-01,CLEAN|FRESH,-7.08,-3.49,1,-3.4900,0
2016-06-08,FO,12.01,12.01,0,0.6400,1
2016-06-09,CLEAN|SPENT,2.14,-0.24,1,-0.2400,0
2016-06-10,CLEAN|SPENT,-4.15,-2.37,1,-2.3700,0
2016-06-13,CLEAN|FRESH,1.92,1.92,0,3.0300,1
2016-06-14,POKED|SPENT,1.18,1.18,0,0.3400,1
2016-06-15,FO,-3.85,-0.15,1,-0.1500,0
2016-06-16,FO,-11.91,-2.43,1,-2.4300,0
2016-06-20,CLEAN|FRESH,-10.49,-10.49,0,0.5200,0
2016-06-21,FO,19.13,19.13,0,0.4100,1
2016-06-22,POKED|FRESH,-0.59,-0.59,0,2.7000,0
2016-06-23,POKED|SPENT,-7.74,-0.49,1,-0.1900,0
2016-06-29,FO,-3.99,-3.99,0,0.2000,0
2016-06-30,POKED|SPENT,0.77,0.77,0,0.2200,1
2016-07-01,FO,4.14,4.14,0,1.7300,0
2016-07-05,CLEAN|FRESH,2.8,-3.9,1,-3.9000,0
2016-07-06,FO,-7.27,-7.27,0,1.4500,0
2016-07-08,CLEAN|FRESH,-7.73,-0.97,1,-0.6900,0
2016-07-12,POKED|FRESH,17.87,-1.96,1,-1.7000,1
2016-07-14,FO,5.29,5.29,0,2.1900,1
2016-07-15,CLEAN|FRESH,-4.23,-4.23,0,0.8000,0
2016-07-25,CLEAN|FRESH,-1,-1,0,0.3700,0
2016-07-28,POKED|FRESH,-4.32,-4.32,0,0.5300,0
2016-07-29,POKED|FRESH,2.54,2.54,0,1.5000,0
2016-08-01,CLEAN|FRESH,1.83,1.83,0,0.4900,0
2016-08-02,CLEAN|SPENT,7.63,7.63,0,1.0500,1
2016-08-05,FO,-3.68,-3.68,0,0.4100,0
2016-08-08,CLEAN|SPENT,-7.16,-0.83,1,-0.5500,0
2016-08-09,FO,-4.1,-1.02,1,-0.7200,0
2016-08-10,FO,-7.51,-7.51,0,0.3000,0
2016-08-11,POKED|FRESH,-6.45,-3.03,1,-3.0300,0
2016-08-15,POKED|SPENT,-3.9,-2.25,1,-1.9700,0
2016-08-16,FO,-0.97,-4.78,1,-4.7800,0
2016-08-24,CLEAN|FRESH,6.08,6.08,0,1.2100,1
2016-08-25,CLEAN|SPENT,1.15,-0.61,1,-0.3200,1
2016-08-26,CLEAN|SPENT,-4.49,-4.49,,,0
2016-08-30,FO,10.37,10.37,0,1.0000,1
2016-08-31,CLEAN|FRESH,1.05,1.05,0,1.6800,0
2016-09-01,CLEAN|FRESH,-6.74,-6.74,0,0.2600,0
2016-09-05,FO,0.43,0.43,0,0.2500,0
2016-09-06,CLEAN|FRESH,19.87,-0.3,1,-0.3000,1
2016-09-08,FO,-5.75,-0.95,1,-0.9500,0
2016-09-09,POKED|FRESH,-0.09,-0.09,0,0.1400,1
2016-09-12,CLEAN|FRESH,-5.41,-1.22,1,-0.9800,0
2016-09-13,POKED|FRESH,8,8,0,0.4500,1
2016-09-15,FO,-4.7,-0.48,1,-0.1800,0
2016-09-16,CLEAN|FRESH,0.8,-0.9,1,-0.6000,1
2016-09-21,POKED|FRESH,12.74,12.74,0,0.2200,1
2016-09-22,POKED|FRESH,3.58,3.58,0,1.1700,1
2016-09-23,CLEAN|FRESH,-0.1,-0.49,1,-0.4900,0
2016-09-26,CLEAN|SPENT,-4.91,-0.54,1,-0.5400,0
2016-09-28,FO,3.63,3.63,0,0.7100,1
2016-09-29,POKED|FRESH,-1.09,-1.63,1,-1.4000,0
2016-09-30,POKED|SPENT,-5.38,-5.38,,,0
2016-10-03,CLEAN|FRESH,0.39,0.39,0,0.5500,0
2016-10-04,CLEAN|FRESH,35.57,35.57,0,0.0400,1
2016-10-05,POKED|FRESH,-1.24,-1.24,0,1.6400,0
2016-10-06,FO,8.83,-1.61,1,-1.3300,1
2016-10-07,CLEAN|SPENT,-5.08,-5.08,0,2.0100,0
2016-10-11,CLEAN|SPENT,1.83,1.83,0,0.7200,0
2016-10-12,CLEAN|FRESH,-7,-2.01,1,-1.7500,0
2016-10-14,POKED|FRESH,-0.5,-0.5,0,1.8400,0
2016-10-18,POKED|FRESH,0.98,0.98,0,0.9600,0
2016-10-19,CLEAN|SPENT,1.1,1.1,0,3.2500,1
2016-10-20,CLEAN|FRESH,-4.83,-4.05,1,-4.0500,0
2016-11-01,FO,5.9,-1.12,1,-1.1200,1
2016-11-02,FO,7.48,-1.09,1,-1.0900,1
2016-11-04,POKED|FRESH,-4.1,-0.37,1,-0.3700,0
2016-11-07,POKED|FRESH,5.58,-1.22,1,-0.9600,1
2016-11-08,POKED|SPENT,-3.66,-3.66,0,0.1300,0
2016-11-10,CLEAN|SPENT,16.51,16.51,0,4.5600,1
2016-11-11,POKED|FRESH,16.88,16.88,0,15.9200,1
2016-11-14,POKED|FRESH,-7.03,-2.98,1,-2.7000,0
2016-11-15,CLEAN|FRESH,-8.65,-3.14,1,-2.8800,0
2016-11-16,POKED|FRESH,0.79,-1.46,1,-1.2000,0
2016-11-17,POKED|SPENT,-4.91,-1.77,1,-1.5000,0
2016-11-18,FO,-1.79,-1.68,1,-1.3600,0
2016-11-23,FO,-3.27,-1.17,1,-0.8800,0
2016-11-24,POKED|FRESH,-7.5,-2.74,1,-2.4700,0
2016-11-30,FO,13.99,-2.34,1,-2.0500,1
2016-12-02,POKED|FRESH,-7.12,-7.12,0,0.7200,0
2016-12-09,CLEAN|SPENT,3.59,3.59,0,1.0500,1
2016-12-12,CLEAN|SPENT,-6.11,-1.33,1,-0.9900,0
2016-12-13,FO,1.47,-1.28,1,-1.0100,1
2016-12-15,POKED|FRESH,6.5,6.5,0,2.9600,1
2016-12-19,POKED|FRESH,-0.99,-0.99,0,0.1900,0
2016-12-22,FO,-4.2,-2.09,1,-1.7700,0
2016-12-27,FO,4.07,4.07,0,0.5600,1
2016-12-28,FO,-6.03,-0.07,1,-0.0700,0
2016-12-29,FO,6.74,-1.18,1,-1.1800,0
2017-01-04,FO,-0.01,-0.01,0,0.3100,1
2017-01-05,FO,3.02,3.02,0,0.3000,0
2017-01-09,POKED|FRESH,5.42,5.42,0,0.5400,1
2017-01-10,FO,-0.34,-0.85,1,-0.8500,0
2017-01-11,FO,-3.52,-0.34,1,-0.3400,0
2017-01-19,POKED|FRESH,-7.64,-2.64,1,-2.6400,0
2017-01-20,FO,-5.86,-2.52,1,-2.5200,0
2017-01-25,FO,2.91,-0.67,1,-0.4600,1
2017-01-26,FO,6.29,6.29,0,0.6100,1
2017-01-27,FO,-6.53,-6.53,0,0.5700,0
2017-01-30,POKED|FRESH,-4.9,-4.9,0,0.7100,0
2017-01-31,CLEAN|FRESH,7.29,7.29,0,1.5900,1
2017-02-02,POKED|FRESH,-2.22,-0.95,1,-0.9500,0
2017-02-03,POKED|FRESH,1.69,-2.08,1,-2.0800,0
2017-02-06,CLEAN|FRESH,8.85,8.85,0,0.0200,1
2017-02-07,POKED|SPENT,-2.69,-1.04,1,-1.0400,0
2017-02-08,CLEAN|SPENT,1.93,-0.66,1,-0.6600,1
2017-02-09,CLEAN|FRESH,-3.61,-0.64,1,-0.6400,0
2017-02-10,FO,-7.14,-0.43,1,-0.1600,0
2017-02-14,POKED|FRESH,-6.17,-6.17,0,1.0900,0
2017-02-15,FO,2.52,-0.67,1,-0.4100,1
2017-02-16,CLEAN|SPENT,1.03,-0.13,1,-0.1300,0
2017-02-17,CLEAN|FRESH,0.2,0.2,0,0.8900,1
2017-02-21,CLEAN|FRESH,0.12,0.12,0,1.4000,1
2017-02-22,FO,-3.77,-0.47,1,-0.2000,0
2017-02-23,POKED|FRESH,7.16,-0.48,1,-0.4800,1
2017-02-24,FO,5.46,5.46,0,0.7100,1
2017-02-27,CLEAN|SPENT,-4.21,-1.26,1,-1.2600,0
2017-02-28,FO,-3.26,-1.02,1,-1.0200,0
2017-03-01,CLEAN|FRESH,-6.99,-1.29,1,-1.0200,0
2017-03-02,FO,5.09,5.09,0,0.6500,1
2017-03-03,FO,4.35,-0.3,1,-0.0500,1
2017-03-06,FO,6.13,6.13,0,0.2900,1
2017-03-07,POKED|FRESH,3.7,3.7,0,0.2800,1
2017-03-08,POKED|FRESH,2.56,2.56,0,1.1800,1
2017-03-09,CLEAN|FRESH,-5.38,-0.97,1,-0.7200,0
2017-03-10,FO,-5.18,-5.18,0,1.1100,0
2017-03-15,CLEAN|FRESH,-5.42,-2.44,1,-2.1900,0
2017-03-16,FO,-1.87,-0.65,1,-0.6500,0
2017-03-17,FO,0.4,0.4,0,0.1200,1
2017-03-20,FO,-1.39,-1.46,1,-1.4600,0
2017-03-21,CLEAN|FRESH,7.67,7.67,0,1.5400,1
2017-03-22,POKED|FRESH,0.71,0.71,0,0.7500,1
2017-03-23,FO,1.09,-0.25,1,-0.2500,1
2017-03-27,FO,-3.26,-3.26,0,0.5600,0
2017-03-28,CLEAN|SPENT,-2.83,-2.83,0,1.1800,0
2017-03-30,FO,2.91,-1.92,1,-1.6900,0
2017-04-04,FO,-1.41,-0.14,1,-0.1400,0
2017-04-05,CLEAN|FRESH,-3.09,-0.02,1,-0.0200,0
2017-04-06,FO,0.43,-0.52,1,-0.3200,0
2017-04-07,FO,-9.74,-4.95,1,-4.9500,0
2017-04-10,FO,-4.22,-4.22,0,0.7700,0
2017-04-13,CLEAN|SPENT,-3.31,-0.94,1,-0.9400,0
2017-04-18,CLEAN|FRESH,-3.75,-3.75,0,1.2900,0
2017-04-20,CLEAN|FRESH,-3.21,-2.34,1,-2.1000,0
2017-04-21,CLEAN|FRESH,-3.28,-1.54,1,-1.3300,0
2017-04-25,FO,9.02,-1.19,1,-0.9500,1
2017-04-27,FO,-0.22,-0.22,0,1.7900,1
2017-05-02,POKED|FRESH,0.37,-1.03,1,-0.8000,1
2017-05-03,FO,0.88,-0.5,1,-0.2600,1
2017-05-04,POKED|FRESH,7.16,7.16,0,1.8600,1
2017-05-09,CLEAN|FRESH,-3.21,-3.21,,,0
